標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
專任！彰北全新三房平車讚,彰化縣彰化市建國北路,1.8年,大樓,39.7,20.69,3房2廳2衛,14樓/15樓,坡道平面車位,1,4024CL,2025-10-01 09:31:01
寶鴻精誠歐風美墅,彰化縣彰化市平順二街,5.2年,別墅/透天,47.6,47.56,3房2廳3.5衛,1-4樓/4樓,無車位,1,1055JV,2025-10-01 09:31:01
泉宇大隱全新大樓附車位讚,彰化縣彰化市建國北路,1.8年,大樓,27.85,15.56,2房2廳1衛,4樓/15樓,坡道機械車位,1,6238TG,2025-10-01 09:31:01
全新完工中山富域視野好,彰化縣彰化市瑞陽街,0.4年,大樓,33.15,17.63,2房2廳1衛,14樓/15樓,坡道平面車位,1,3500UF,2025-10-01 09:31:01
近新庄國小３房美寓,彰化縣和美鎮東萊路,32.4年,公寓,29.05,25.4,3房2廳2衛,5樓/5樓,無車位,460,6974KZ,2025-10-01 09:31:01
世紀官邸三房平車,彰化縣彰化市曉陽路,1.8年,大樓,56.6,30.05,3房2廳2衛,14樓/14樓,坡道平面車位,3,8028WL,2025-10-01 09:31:01
אֵל大空間店辦,彰化縣彰化市民生路,30.9年,辦公/大樓,122.84,98.18,3房3廳1.5衛1室,4樓/12樓,無車位,2,2912WP,2025-10-01 09:31:01
正金馬路大地坪金店,彰化縣彰化市金馬路三段,47.3年,店面,50.75,44.86,4房1廳3衛1室,1-3樓/3樓,無車位,2,5775MG,2025-10-01 09:31:01
專任南郭園邸近彰基美３房,彰化縣彰化市旭光路,30.5年,華廈,47.82,31.33,3房2廳3衛1室(含加蓋1室),1樓/6樓,坡道機械車位,1,2373CQ,2025-10-01 09:31:01
惠來栢悅花園３房平車,彰化縣和美鎮彰美路三段,0.9年,華廈,47.21,25.59,3房2廳2衛,9樓/10樓,坡道平面車位,1,0795VN,2025-10-01 09:31:01
近家樂福◆三房平車首選Ｄ,彰化縣彰化市茄苳路二段,0.9年,華廈,32.79,22.58,3房2廳2衛,4樓/5樓,一樓平面車位,1,3423CK,2025-10-01 09:31:11
近家樂福◆三房平車首選Ｂ,彰化縣彰化市茄苳路二段,0.9年,華廈,31.83,21.81,3房2廳2衛,2樓/5樓,一樓平面車位,1,8794UH,2025-10-01 09:31:11
華山苑精緻兩房附機械車位,彰化縣彰化市華山路,3.4年,華廈,29.83,13.65,2房2廳1衛,6樓/10樓,其他,960,3622ZK,2025-10-01 09:31:11
近家樂福◆三房平車首選Ｅ,彰化縣彰化市茄苳路二段,0.9年,華廈,31.83,21.81,3房2廳2衛,4樓/5樓,一樓平面車位,1,7540AC,2025-10-01 09:31:11
近家樂福◆三房平車首選Ｃ,彰化縣彰化市茄苳路二段,0.9年,華廈,31.83,21.81,3房2廳2衛,3樓/5樓,一樓平面車位,1,1994FP,2025-10-01 09:31:11
近家樂福◆三房平車首選Ａ,彰化縣彰化市茄苳路二段,0.9年,華廈,32.79,22.58,3房2廳2衛,2樓/5樓,一樓平面車位,1,6024PN,2025-10-01 09:31:11
永安商圈三房附車位歐堡,彰化縣彰化市辭修北路,34.2年,華廈,43.95,33.55,3房2廳2衛,6樓/9樓,坡道機械車位,920,2434WK,2025-10-01 09:31:11
中正囍市頂層視野附車位囍市,彰化縣彰化市中正路一段,29.3年,華廈,50.26,34.32,3房2廳2衛,10樓/10樓,坡道機械車位,1,2180SQ,2025-10-01 09:31:11
華山民族商圈一樓雙併美寓,彰化縣彰化市民權路,42.4年,公寓,43.6,43.6,3房1廳2衛,1樓/5樓,無車位,916,0087YH,2025-10-01 09:31:11
大推～曉陽稀有臨路美店面,彰化縣彰化市曉陽路,37.9年,店面/透天,88.69,65.22,10房3廳7衛1室(含加蓋4房1廳4衛),B1-5樓/5樓,無車位,3,84358C,2025-10-01 09:31:11
和美★全新兩房附平車,彰化縣和美鎮彰美路三段,0.9年,華廈,35.87,17.88,2房2廳2衛,1樓/10樓,坡道平面車位,1,9321NV,2025-10-01 09:31:11
全新輕裝潢３房美華廈,彰化縣和美鎮十茂路,0.7年,華廈,34.22,26.65,1廳2衛,5樓/5樓,無車位,1,6945ZZ,2025-10-01 09:31:11
專任高視野觀天廈觀天廈,彰化縣彰化市建國南路,30.2年,大樓,49.01,32.76,2房2廳2衛,12樓/19樓,坡道平面車位,938,5966WH,2025-10-01 09:31:11
｛首選｝市中心民族美三房,彰化縣彰化市民族路,40.7年,公寓,29.72,25.14,3房2廳1.5衛,3樓/5樓,無車位,568,4619QZ,2025-10-01 09:31:11
●後站商圈三房,彰化縣彰化市彰和路一段,44.1年,公寓,23.91,23.91,3房2廳1衛,4樓/5樓,無車位,458,8691VP,2025-10-01 09:31:11
櫻花四房平車,彰化縣彰化市華山路,26.8年,華廈,51.27,33.46,4房2廳2衛,2樓/9樓,坡道平面車位,1,0982FZ,2025-10-01 09:31:11
近家樂福田字型活路透天,彰化縣彰化市辭修北路,46.1年,透天,32.07,32.07,3房4廳2衛(含加蓋1廳),1-2樓/2樓,無車位,1,1500VZ,2025-10-01 09:31:11
近信義國中小３房附車位,彰化縣彰化市崙平南路,28.3年,華廈,43.85,24.34,3房2廳2衛,8樓/9樓,坡道平面車位,1,2689UF,2025-10-01 09:31:11
全新交屋惠來栢悅三房平車,彰化縣和美鎮彰美路三段,0.9年,華廈,47.43,25.77,3房2廳2衛,4樓/10樓,坡道平面車位,1,4150KG,2025-10-01 09:31:11
後站領帶城典雅三房附平車領帶城,彰化縣彰化市景宗街,31.7年,大樓,39.01,23.4,3房2廳3衛,4樓/12樓,坡道平面車位,798,5737DR,2025-10-01 09:31:11
公園路近彰商一樓美寓,彰化縣彰化市公園路一段,43.5年,公寓,17.74,17.74,1房2廳1衛,1樓/5樓,無車位,688,07991T,2025-10-01 09:31:21
專任永樂地下商場整合１４,彰化縣彰化市永樂街,34.4年,店面,14.54,4.97,1廳,-1樓/7樓,無車位,150,5859MT,2025-10-01 09:31:21
正西勢街路角店住合一,彰化縣彰化市西勢街,22.5年,店面/透天,53.35,37.11,4房3廳3衛(含加蓋2廳1衛),1-3樓/3樓,無車位,1,2502AF,2025-10-01 09:31:21
金馬之櫻挑高２房平車,彰化縣彰化市茄苳路一段,0.9年,大樓,37.1,18.63,2房2廳1衛,1樓/15樓,坡道平面車位,1,3810UP,2025-10-01 09:31:21
中山富域三房平車,彰化縣彰化市瑞陽街,0.4年,大樓,41.11,22.98,3房2廳2衛,9樓/15樓,坡道平面車位,1,8681RM,2025-10-01 09:31:21
鄉林圓頂美三房附平車,彰化縣員林市新生路,1.0年,大樓,47.66,25.81,3房2廳2衛,3樓/21樓,坡道平面車位,1,0316QP,2025-10-01 09:31:21
稀有釋出近南郭國小美三房龍邸,彰化縣彰化市中興路,35.8年,華廈,48.36,38.06,3房2廳2衛,2樓/10樓,無車位,998,8026RK,2025-10-01 09:31:21
維瓦第泰極美屋,彰化縣彰化市泰瑞街,1.5年,大樓,43.2,24.01,2房2廳2衛,8樓/14樓,坡道平面車位,1,8189ZX,2025-10-01 09:31:21
信義學區美崙社區別墅,彰化縣彰化市崙美路,0.8年,別墅/透天,86.7,78.19,4房2廳5衛,1-4樓/4樓,一樓平面車位,2,4181WM,2025-10-01 09:31:21
信義美崙美電梯別墅,彰化縣彰化市崙美路,0.8年,別墅/透天,86.7,78.19,4房2廳5衛,1-4樓/4樓,一樓平面車位,2,1772RZ,2025-10-01 09:31:21
新成屋！和美三房附平車,彰化縣和美鎮彰美路三段,0.9年,華廈,48.18,26.27,3房2廳2衛,4樓/10樓,坡道平面車位,1,9360QQ,2025-10-01 09:31:21
稀有釋出同成馥三房平車,彰化縣彰化市埔內街,0.6年,華廈,54.61,29.56,3房2廳2衛,7樓/9樓,坡道平面車位,1,3776RU,2025-10-01 09:31:21
陽明稀有臨路透天,彰化縣彰化市長順街,49.8年,透天,39,34.79,4房4廳2.5衛(含加蓋3房2廳),1-3樓/3樓,無車位,1,7000AL,2025-10-01 09:31:21
近矽品美屋,彰化縣和美鎮東發路,26.1年,透天,38.81,34.64,6房3廳4衛(含加蓋1廳),1-4樓/4樓,無車位,1,7359GS,2025-10-01 09:31:21
彰北靜岡首選大面寬,彰化縣彰化市彰泰一街,19.5年,透天,85.04,83.31,5房2廳4衛(含加蓋2衛),1-5樓/5樓,無車位,2,7171CN,2025-10-01 09:31:21
員林園旁高樓層兩房平車,彰化縣員林市三多七街,1.3年,大樓,39.38,19.79,2房2廳1衛,8樓/13樓,坡道平面車位,1,9307HL,2025-10-01 09:31:21
華山苑三房平車,彰化縣彰化市華山路,3.4年,華廈,40.98,21.71,3房2廳2衛,8樓/10樓,坡道平面車位,1,1874TB,2025-10-01 09:31:21
金馬之櫻兩房平車,彰化縣彰化市茄苳路一段,0.9年,大樓,36.15,18.54,2房2廳1衛,4樓/15樓,坡道平面車位,1,2145MJ,2025-10-01 09:31:21
師大商圈透天,彰化縣彰化市竹和路,47.8年,透天,25.1,25.1,4房2廳2衛(含加蓋1房),1-2樓/2樓,無車位,798,6363SH,2025-10-01 09:31:21
霸氣！惠來英國美別墅,彰化縣彰化市向陽街,10.3年,別墅/透天,96.71,90.35,4房3廳5衛,1-5樓/5樓,無車位,3,4402PU,2025-10-01 09:31:21
伸港電梯別墅Ａ,彰化縣伸港鄉建國十二街,1.0年,透天,62.04,62.04,5房2廳5衛2室,1-4樓/4樓,無車位,1,0058AU,2025-10-01 09:31:31
伸港電梯別墅Ｂ,彰化縣伸港鄉建國十二街,1.0年,透天,62.04,62.04,5房2廳5衛2室,1-4樓/4樓,無車位,1,9223LY,2025-10-01 09:31:31
華陽市場旁三房美華廈,彰化縣彰化市南郭路一段,43.3年,華廈,24.68,20.73,3房2廳1衛(含加蓋1房),4樓/7樓,無車位,638,6151PF,2025-10-01 09:31:31
典雅別緻頂樓戶,彰化縣彰化市平和七街,34.9年,華廈,36.94,24.08,3房3廳2衛1室(含加蓋1房1廳1衛1室),7樓/7樓,坡道平面車位,850,3100WH,2025-10-01 09:31:31
中山路黃金店住地點佳,彰化縣彰化市中山路一段,51.0年,店面/透天,54.24,49.79,5房2廳4衛(含加蓋2房1廳3衛),1-3樓/3樓,無車位,2,7747ZD,2025-10-01 09:31:31
京站好漾臻藏美墅,彰化縣花壇鄉花秀路,6.0年,別墅/透天,52.42,52.42,4房3廳4衛,1-3樓/3樓,無車位,1,1677KP,2025-10-01 09:31:31
誠售★臨路透天,彰化縣彰化市建和街,48.2年,透天,31.58,27.35,2房3廳3衛1室(含加蓋2廳2衛1室),1-3樓/3樓,無車位,1,05248Z,2025-10-01 09:31:31
★幸福成家★泰和花園別墅靜崗蓮園,彰化縣彰化市泰和東街,21.2年,別墅/透天,70.46,70.45,5房3廳3衛,1-5樓/5樓,無車位,1,7418QN,2025-10-01 09:31:31
領帶城大坪數好讚領帶城,彰化縣彰化市景宗街,31.7年,辦公,242.2,190.47,6房6廳5衛,1-3樓/12樓,坡道平面車位,2,6837UT,2025-10-01 09:31:31
近南興國小活路美透天,彰化縣彰化市南興街,31.9年,透天,51.31,44.58,4房2廳5衛1室(含加蓋2房1衛),1-4樓/4樓,無車位,1,4226BS,2025-10-01 09:31:31
彰化鹿港。邊間獨棟透天,彰化縣鹿港鎮安樂街,37.7年,別墅/透天,51.39,46.55,6房4廳2衛1室(含加蓋1房2廳),1-3樓/3樓,無車位,1,7035AT,2025-10-01 09:31:31
鬧中取靜的南郭商圈美透天,彰化縣彰化市南郭路一段,27.0年,透天,44.1,39.82,6房3廳4衛(含加蓋3房1廳),1-4樓/4樓,無車位,1,7536JV,2025-10-01 09:31:31
近信義國中小豪華尊榮別墅,彰化縣彰化市向陽街,17.9年,別墅/透天,98.08,68.37,4房2廳4衛,B1-4樓/4樓,無車位,2,4419HG,2025-10-01 09:31:31
近南興國小大地坪臨路透天,彰化縣彰化市中山路一段,32.2年,透天,77.82,75.06,6房2廳4衛,1-4樓/4樓,無車位,1,3602TB,2025-10-01 09:31:31
建國東路雙併店面,彰化縣彰化市建國東路,45.0年,店面/透天,98.43,89.72,8房2廳5衛(含加蓋1衛),1-3樓/3樓,無車位,5,3089UC,2025-10-01 09:31:31
大官山花園美墅大官山,彰化縣彰化市埔西街,20.0年,別墅/透天,80.19,52.34,4房3廳3衛,B1-4樓/4樓,坡道平面車位,2,6193SM,2025-10-01 09:31:31
中正富豪儷景樓店,彰化縣彰化市中正路二段,32.5年,店面,38.42,27.05,2房1廳2衛1室,1-2樓/11樓,無車位,1,6967BS,2025-10-01 09:31:31
近精誠高中有後院棒透天,彰化縣彰化市建中街,43.8年,透天,65.45,58.65,4房4廳4衛1室(含加蓋1廳),B1-4樓/4樓,無車位,1,0051FL,2025-10-01 09:31:31
太子哈佛採光三房Ｂ１車位太子哈佛華廈,彰化縣彰化市泰和中街,25.0年,大樓,48.07,29.21,3房2廳2衛,6樓/14樓,坡道平面車位,1,9758XX,2025-10-01 09:31:31
彰工校門口臨路透店,彰化縣彰化市工校街,49.6年,透天/店面,39.75,35.51,6房2廳2衛(含加蓋2房1廳2衛),1-3樓/3樓,無車位,1,2063TM,2025-10-01 09:31:31
稀有★和美方正優質透天,彰化縣和美鎮孝昌路,42.4年,透天/店面,32.43,28.8,2房3廳2衛(含加蓋1廳),1-2樓/2樓,無車位,1,1388GG,2025-10-01 09:31:41
和美鎮心和卿美墅,彰化縣和美鎮和卿路,32.3年,別墅/透天,59.24,59.24,6房2廳4衛2室(含加蓋2室),1-4樓/4樓,無車位,1,6131RS,2025-10-01 09:31:41
南興富邸三房平車遼闊市景南興富邸,彰化縣彰化市南興街,27.5年,華廈,43.53,30.36,3房2廳2衛,6樓/7樓,坡道平面車位,898,8555RL,2025-10-01 09:31:41
橙豐天境虎山街美墅Ａ,彰化縣花壇鄉虎山街,0.9年,別墅/透天,42.1,38.12,4房2廳3衛,1-3樓/3樓,無車位,1,8731VM,2025-10-01 09:31:41
近曉陽商圈面寬美墅同成首富,彰化縣彰化市建和街,18.5年,別墅/透天,74.85,68.92,3房3廳3衛(含加蓋1衛),1-4樓/4樓,無車位,2,7795RK,2025-10-01 09:31:41
正★中正路黃金店面,彰化縣彰化市中正路一段,98.8年,店面/透天,14.47,11.17,3房4廳1衛3室(含加蓋3房2廳1衛3室),1-2樓/2樓,無車位,2,66401R,2025-10-01 09:31:41
竹塘大莊園稀有出售,彰化縣竹塘鄉忠孝街,37.7年,透天/土地,130.59,122.56,5房5廳5衛1室(含加蓋1衛),1-3樓/3樓,一樓平面車位,7,0461DH,2025-10-01 09:31:41
近陽明國中高樓層視野觀天廈,彰化縣彰化市建國南路,30.2年,大樓,78.65,52.11,4房3廳3衛,16-17樓/19樓,坡道平面車位,1,3057GT,2025-10-01 09:31:41
近信義國中小氣派別墅超讚,彰化縣彰化市崙平南路,14.7年,別墅/透天,122.1,84.43,4房3廳5衛1室,B1-4樓/4樓,無車位,3,2899WK,2025-10-01 09:31:41
近南興、漢基美透天,彰化縣彰化市勝興街,40.7年,透天,37.15,28.04,3房3廳4衛,1-2樓/2樓,無車位,1,4147CS,2025-10-01 09:31:41
彰北泰和騎樓透天,彰化縣彰化市泰和路三段,49.0年,透天,35.48,31.73,3房1廳2衛1室(含加蓋1室),1-2樓/2樓,無車位,698,0746VY,2025-10-01 09:31:41
專任和美德美真讚頂級別墅,彰化縣和美鎮義安路,6.4年,別墅/透天,43.04,37.46,5房2廳3衛,1-3樓/3樓,無車位,1,9236HL,2025-10-01 09:31:41
近大成國小靜謐悠閒美屋★,彰化縣彰化市安平街,49.3年,透天,28.59,28.59,3房2廳2衛,1-2樓/2樓,無車位,1,2012JS,2025-10-01 09:31:41
激推！近交流道屋況佳美墅,彰化縣彰化市彰水路,9.9年,別墅/透天,51.69,44.24,4房3廳3衛,1-3樓/3樓,無車位,1,8137TG,2025-10-01 09:31:41
稀有埔中一街質感透天,彰化縣彰化市埔中一街,40.5年,透天,32.82,26.14,3房2廳1.5衛,1-2樓/2樓,無車位,1,5631GH,2025-10-01 09:31:41
近南興國小，屋況佳美別墅,彰化縣彰化市南興街,17.8年,別墅/透天,65.15,65.15,6房2廳5衛,1-4樓/4樓,無車位,2,4282SG,2025-10-01 09:31:41
伸港國中旁土地,彰化縣伸港鄉中華路,,土地,459.2,,,,無車位,4,0289AA,2025-10-01 09:31:41
辭修路大地坪,彰化縣彰化市辭修路,52.8年,店面,84.47,79.98,4廳3衛5室,1-4樓/4樓,無車位,2,2372JV,2025-10-01 09:31:41
北斗優質高檔別墅Ｆ,彰化縣北斗鎮中山路一段,1.3年,別墅/透天,28.77,28.77,4房1廳3衛(含加蓋4房1廳),1-4樓/4樓,無車位,1,6595PX,2025-10-01 09:31:41
北斗優質高檔別墅Ｅ,彰化縣北斗鎮中山路一段,1.3年,別墅/透天,28.77,28.77,4房1廳3衛(含加蓋4房1廳),1-4樓/4樓,無車位,1,6548ZG,2025-10-01 09:31:41
北斗優質高檔別墅Ｄ,彰化縣北斗鎮中山路一段,1.3年,別墅/透天,52.32,52.32,4房1廳3衛,1-4樓/4樓,無車位,1,6858UC,2025-10-01 09:31:50
北斗優質高檔別墅Ｂ,彰化縣北斗鎮中山路一段,1.3年,別墅/透天,52.32,52.32,4房1廳3衛,1-4樓/4樓,無車位,1,2991DY,2025-10-01 09:31:50
北斗優質高檔別墅Ａ,彰化縣北斗鎮中山路一段,1.3年,別墅/透天,52.32,52.33,3房1廳3衛,1-4樓/4樓,無車位,1,1205CJ,2025-10-01 09:31:50
南興榮耀帝景百坪豪墅,彰化縣彰化市南興街,14.3年,別墅/透天,105.65,105.65,4房3廳6衛,1-5樓/5樓,無車位,3,4487NU,2025-10-01 09:31:50
近國一大面寬美墅,彰化縣彰化市新平路,4.8年,透天,49.81,49.81,4房3廳4衛,1-4樓/4樓,無車位,1,7716PH,2025-10-01 09:31:50
近永安美透天,彰化縣彰化市泰和路一段,44.9年,透天,37.17,32.1,2房2廳3衛(含加蓋2衛),1-3樓/3樓,無車位,1,7303SG,2025-10-01 09:31:50
泰和美別墅,彰化縣彰化市泰和東街,19.5年,別墅/透天,51.85,50.13,4房3廳4衛(含加蓋1房1衛),1-4樓/4樓,無車位,1,4240UT,2025-10-01 09:31:50
