標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
草屯北投堡美農地,南投縣草屯鎮史館路,,土地,352.53,,,,無車位,1,3158VU,2025-10-01 10:42:49
草屯北投段美農地,南投縣草屯鎮史館路,,土地,310.97,,,,無車位,938,3299ZR,2025-10-01 10:42:49
埔里稀有！精華地段透天,南投縣埔里鎮和平東路,37.4年,透天,42.78,42.78,4房3廳2衛(含加蓋1廳),1-2樓/2樓,無車位,1,5295HQ,2025-10-01 10:42:49
富頂匯美裝潢金店住,南投縣草屯鎮富頂路一段,3.8年,透天/店面,67.15,65.54,4房3廳6衛,1-4樓/4樓,無車位,1,1361DQ,2025-10-01 10:42:49
【專任】南投國姓路土地,南投縣國姓鄉國姓路,,土地,51.23,,,,無車位,168,31209M,2025-10-01 10:42:49
風光明媚透天別墅,南投縣集集鎮初中街,0.6年,透天,59.31,59.3,5房2廳5衛1室,1-4樓/4樓,無車位,1,9376XT,2025-10-01 10:42:49
全新未住南崗國中臨路美屋,南投縣南投市嘉和一路,1.0年,透天/店面,52.7,52.7,4房3廳4衛,1-4樓/4樓,無車位,1,0259QS,2025-10-01 10:42:57
南投魚池千坪土地,南投縣魚池鄉瓊文巷,,土地,1013.15,,,,無車位,9,4738JW,2025-10-01 10:42:57
百萬日系裝潢別墅,南投縣南投市彰南路三段,10.5年,別墅/透天,50.64,50.64,3房2廳4衛1室,1-3樓/3樓,無車位,1,8691HB,2025-10-01 10:42:57
南崗工業區鋼構廠房,南投縣南投市仁和路,25.9年,廠房,1258.87,1165.96,1廳,B1-3樓/3樓,無車位,25,4977BR,2025-10-01 10:42:57
南投竹山景觀夜景民宿,南投縣竹山鎮鹿山路,28.9年,其它/土地,55.88,55.89,3房1廳3衛,1-2樓/2樓,無車位,3,6636HX,2025-10-01 10:42:57
埔里山坡地開心農場,南投縣埔里鎮北村路,,土地,1823.17,,,0樓/0樓,無車位,990,30236U,2025-10-01 10:42:57
南投清境莊園民宿,南投縣仁愛鄉仁和路,24.9年,其它/土地,236.22,236.22,19房1廳19衛,1-3樓/3樓,無車位,17,3128GF,2025-10-01 10:42:57
古色古香靜巷透天,南投縣埔里鎮桃南路,48.7年,透天,24.68,24.68,5房3廳5衛(含加蓋2房1廳2衛),1-2樓/2樓,無車位,598,2816ZU,2025-10-01 10:42:57
南投中寮土地Ａ視野空氣好,南投縣中寮鄉仙鹿巷,,土地,6164.95,,,0樓/0樓,無車位,3,04288Y,2025-10-01 10:42:57
草屯富人區別墅,南投縣草屯鎮新富一街,3.0年,別墅/透天,102.83,102.83,4房4廳6衛,1-5樓/5樓,無車位,3,9822QY,2025-10-01 10:42:57
稀有集集萬坪農地釋出,南投縣集集鎮山腳巷,,土地,12251.79,,,,無車位,2,61723Y,2025-10-01 10:42:57
國道六號旁獨棟便利透天,南投縣埔里鎮中山路一段,18.9年,其它,156.86,152.36,11房5廳11衛2室(含加蓋2房2衛),1-3樓/3樓,無車位,6,73152V,2025-10-01 10:42:57
埔里美景合法民宿,南投縣埔里鎮桃南路,20.3年,透天,92.22,80.49,11房3廳13衛1室(含加蓋4房3廳6衛1室),1-2樓/2樓,無車位,8,5627XU,2025-10-01 10:42:57
埔里頂級山莊民宿私人花園,南投縣埔里鎮中心路,18.7年,透天,160.08,160.08,11房1廳11.5衛2室(含加蓋3房3.5衛2室),1-3樓/3樓,無車位,9,0780KR,2025-10-01 10:42:57
南投埔里雅致行館,南投縣埔里鎮西安路二段,10.3年,其它,159.61,154.24,7房2廳8衛3室,1-3樓/3樓,無車位,6,32216D,2025-10-01 10:42:57
南投魚池鄉土地釋出,南投縣魚池鄉瓊文巷,,土地/透天,592.61,,,1-2樓/0樓,無車位,2,97427N,2025-10-01 10:42:57
誠售－南投近福興溫泉土地,南投縣埔里鎮福興路,,土地,2012.98,,,0樓/0樓,無車位,3,5756ST,2025-10-01 10:42:57
草屯８米活路百坪農舍豪邸,南投縣草屯鎮草溪路,18.8年,土地/店面,121.49,121.49,8房3廳7衛,1-3樓/3樓,無車位,5,9641MY,2025-10-01 10:42:57
綠世界六房大面寬美裝潢,南投縣南投市光明南路,35.9年,透天,81.04,81.04,6房2廳4衛,1-3樓/3樓,其他,2,9282WY,2025-10-01 10:42:57
近草屯交流道鋼造大空間,南投縣草屯鎮石川路,16.0年,其它,4.84,4.84,3房5廳14衛8室(含加蓋3房5廳14衛8室),1-1樓/1樓,兩個以上車位,3,7892HR,2025-10-01 10:42:57
草屯大地坪土地降價,南投縣草屯鎮加老東路,,土地,651.59,,,,無車位,2,8191CP,2025-10-01 10:43:05
埔里仁愛圓環旁帝王店面,南投縣埔里鎮南昌街,24.9年,店面,261.51,256.78,2廳2衛10室(含加蓋1室),1-2樓/2樓,無車位,9,6026CT,2025-10-01 10:43:05
埔里牛尾段農地Ａ,南投縣埔里鎮牛尾路,,土地,491.09,,,,無車位,1,9168ZS,2025-10-01 10:43:05
埔里牛尾段雙面臨路農地,南投縣埔里鎮牛尾路,,土地,982.18,,,,無車位,3,0001QU,2025-10-01 10:43:05
埔里牛尾段農地Ｂ,南投縣埔里鎮牛尾路,,土地,491.09,,,,無車位,1,9208JB,2025-10-01 10:43:05
集集火車站角地,南投縣集集鎮民生路,,土地,129.57,,,,無車位,2,2936DL,2025-10-01 10:43:05
專任南投先驅商業黃金地,南投縣竹山鎮集山路三段,,土地,68.37,,,,無車位,1,5137DB,2025-10-01 10:43:05
南投草屯約２０９６坪土地,南投縣草屯鎮中正路,18.0年,土地,2096.06,82.6,2廳,1-1樓/1樓,無車位,14,5367DR,2025-10-01 10:43:05
✶臨路✶住宅區土地✶,南投縣集集鎮集賢街,,土地,313.01,,,,無車位,1,0804PP,2025-10-01 10:43:06
竹山區方正工業地,南投縣竹山鎮延平二路,,土地,579.83,,,,無車位,9,9706DL,2025-10-01 10:43:06
兩棟透天含土地使用空間大,南投縣竹山鎮埔頭街,44.8年,店面/辦公,323.55,308.8,22房3廳14衛2室,1-3樓/3樓,兩個以上車位,5,96159F,2025-10-01 10:43:06
南崗工業區乙工廠房,南投縣南投市永興路,16.8年,廠房,6096.46,5602.25,6廳,B1-4樓/4樓,無車位,130,3401NH,2025-10-01 10:43:06
南投雙面臨路大農地,南投縣南投市吉利路,,土地,992.68,,,,無車位,2,6909PY,2025-10-01 10:43:06
南投近日月潭方正美地２,南投縣魚池鄉平和巷,,土地,304.52,,,,無車位,2,83484G,2025-10-01 10:43:06
南投中寮土地Ｂ適露營區,南投縣中寮鄉仙鹿巷,,土地,1620.8,,,0樓/0樓,無車位,1,98608Y,2025-10-01 10:43:06
南投中寮土地Ｃ開心農場,南投縣中寮鄉仙鹿巷,,土地,756.25,,,,無車位,550,02259H,2025-10-01 10:43:06
俗！國道旁開心農場,南投縣南投市南鄉路,,土地,298.64,,,,無車位,658,2550XT,2025-10-01 10:43:06
誠售！南投國姓鄉方正角地,南投縣國姓鄉北原路,,土地,825.67,,,,無車位,2,7241LN,2025-10-01 10:43:06
埔里轉運站旁商業用地,南投縣埔里鎮東華路,,土地,722.42,,,,無車位,27,6158XF,2025-10-01 10:43:06
草屯農地,南投縣草屯鎮玉屏巷,,土地,803.14,,,,無車位,2,2867ZZ,2025-10-01 10:43:06
主建２６坪採光三房平車,南投縣草屯鎮虎山路,29.7年,華廈,41.41,29.54,3房2廳2衛,8樓/10樓,坡道平面車位,777,7962BU,2025-10-01 10:43:14
市區住宅區土地稀有釋出,南投縣南投市平山一路二街,,土地,92.26,,,,無車位,2,4034SB,2025-10-01 10:43:14
集集火車站旁精華段,南投縣集集鎮民生路,24.7年,透天/店面,77.46,72.69,5房3廳3衛,1-3樓/3樓,無車位,2,1939RQ,2025-10-01 10:43:14
名間精華寶地,南投縣名間鄉名松路一段,,土地,988.75,,,,無車位,988,9936CP,2025-10-01 10:43:14
名間柚子園,南投縣名間鄉員集路,7.5年,土地,12385.56,37.54,1廳,1-1樓/1樓,無車位,1,3394ZF,2025-10-01 10:43:14
草屯優質農地,南投縣草屯鎮史館路,,土地,783.17,,,,無車位,3,5712SR,2025-10-01 10:43:14
清境農場民宿,南投縣仁愛鄉壽亭巷,29.6年,其它,146.37,146.37,36房2廳36衛8室(含加蓋22房22衛6室),1-2樓/2樓,無車位,15,76027Z,2025-10-01 10:43:14
急售埔里約２０米面寬店面,南投縣埔里鎮西安路一段,45.5年,店面,529.04,475.76,35房4廳25衛21室(含加蓋6房2廳7衛),B1-4樓/4樓,無車位,7,4250CR,2025-10-01 10:43:14
埔里鎮甲種建築用地,南投縣埔里鎮水頭路,,土地,107.54,,,,無車位,800,3628QD,2025-10-01 10:43:14
南投名間乙種建築用地,南投縣名間鄉名松路一段,,土地,81.25,,,0樓/0樓,無車位,880,14558Y,2025-10-01 10:43:14
南崗工業大廠房,南投縣南投市南崗三路,46.5年,廠房,2699.39,2601.08,5房1廳5衛5室,B1-1樓/1樓,無車位,182,1321LF,2025-10-01 10:43:14
南投市住宅區絕美土地,南投縣南投市八卦路,,土地,209.14,,,,無車位,2,5002PY,2025-10-01 10:43:14
南投名間千坪土地,南投縣名間鄉各松路一段,,土地,1512,,,,無車位,988,7391AA,2025-10-01 10:43:14
南投草屯開心農場,南投縣草屯鎮北投路,,土地,1437.48,,,,無車位,7,2010LS,2025-10-01 10:43:14
中寮土地Ｂ☀️,南投縣中寮鄉永平路,,土地,398.71,,,,無車位,438,11061Z,2025-10-01 10:43:14
南投草屯太陽能農地農舍,南投縣草屯鎮碧峰路,35.2年,別墅/透天,64.36,64.36,8房2廳2衛(含加蓋1房1廳),1-2樓/2樓,無車位,2,1342DH,2025-10-01 10:43:14
竹山工業區角間廠房,南投縣竹山鎮延平二路,48.5年,廠房/土地,156,98.39,1廳6衛,1-2樓/2樓,無車位,10,6540PY,2025-10-01 10:43:14
中寮土地Ａ☀️,南投縣中寮鄉永平路,,土地,80.26,,,,無車位,88,8715BR,2025-10-01 10:43:14
草屯農地１,南投縣草屯鎮碧峰路,,土地,453.75,,,,無車位,2,7934CX,2025-10-01 10:43:14
★新房★美三房平車,南投縣草屯鎮富春路,2.3年,大樓,42.03,23.17,3房2廳2衛,8樓/12樓,坡道平面車位,1,8930GB,2025-10-01 10:43:14
臨路方正行情農地,南投縣草屯鎮碧山路,,土地,544.5,,,,無車位,1,8041NQ,2025-10-01 10:43:23
埔里市區臨路透店,南投縣埔里鎮南興街,37.3年,店面/透天,59.35,54.34,7房2廳5.5衛3室(含加蓋4房1廳1.5衛2室),1-2樓/2樓,無車位,1,3363XF,2025-10-01 10:43:23
南投草屯溫馨農場,南投縣草屯鎮史館路文昌巷,,土地,1102.31,,,,無車位,5,1071NR,2025-10-01 10:43:23
埔里稀有農地,南投縣埔里鎮合成巷,,土地,838.83,,,,無車位,670,2821KD,2025-10-01 10:43:23
草屯農地屋主惜售出價談,南投縣草屯鎮南坪路,,土地,828.66,,,,無車位,1,8422ZB,2025-10-01 10:43:23
已申請建築線乙種用地,南投縣草屯鎮玉屏路,,土地,41.75,,,,無車位,378,1060WV,2025-10-01 10:43:23
國姓開心農地,南投縣國姓鄉中正路四段,,土地,806.77,,,,無車位,850,6610XQ,2025-10-01 10:43:23
酷草屯鎮大面寬美地,南投縣草屯鎮中興路,,土地,75.64,,,,無車位,2,9086SS,2025-10-01 10:43:23
集集好山好水美農地,南投縣集集鎮草嶺巷,,土地,1773.32,,3房3廳3衛1室(含加蓋3房3廳3衛1室),1-1樓/1樓,無車位,4,6708GT,2025-10-01 10:43:23
南投埔里史港段農地,南投縣埔里鎮西安路二段,,土地,757.16,,,,無車位,1,92468Y,2025-10-01 10:43:23
小資首選三銳世紀三房平車,南投縣南投市光明南路,預售,大樓,38.59,20.07,3房2廳2衛,5樓/13樓,坡道平面車位,998,8964NG,2025-10-01 10:43:23
埔里土地丙建稀有釋出,南投縣埔里鎮中山路一段,,土地,173.63,,,,無車位,1,5064UJ,2025-10-01 10:43:23
中興新村五叉路口角地,南投縣南投市中興路,,土地,167.41,,1廳1衛(含加蓋1廳1衛),1-1樓/1樓,無車位,2,5802QB,2025-10-01 10:43:23
草屯近交流道農地,南投縣草屯鎮加老東路,,土地,798.6,,,,無車位,2,5813RG,2025-10-01 10:43:23
南投集集山坡地保育區土地,南投縣集集鎮大石巷,,土地,336.8,,,,無車位,199,4076AJ,2025-10-01 10:43:23
世外桃源大地坪透天,南投縣草屯鎮二坪巷,29.4年,透天,97.34,94.45,12房2廳7衛1室(含加蓋6房1衛),1-4樓/4樓,無車位,1,6302CR,2025-10-01 10:43:23
草屯農地２,南投縣草屯鎮碧峰路,,土地,1109.87,,,,無車位,5,54293G,2025-10-01 10:43:23
【南投】近福興溫泉土地Ａ,南投縣埔里鎮福興路,,土地,1113.17,,,0樓/0樓,無車位,2,6752GQ,2025-10-01 10:43:23
【南投】近福興溫泉土地Ｂ,南投縣埔里鎮福興路,,土地,899.81,,,,無車位,1,7118YF,2025-10-01 10:43:23
寬心一品苑四改三房雙平車,南投縣南投市彰南路一段,1.5年,大樓,71.5,35.84,3房2廳2衛,9樓/15樓,兩個以上車位,2,3840YT,2025-10-01 10:43:23
埔里退休別墅,南投縣埔里鎮東興三街,10.1年,透天,114.05,112.83,4房3廳6衛,1-4樓/4樓,無車位,3,2961LY,2025-10-01 10:43:31
『精選』水里民宿聖地,南投縣水里鄉永安路,,土地,10983.23,,,,無車位,8,9214RY,2025-10-01 10:43:31
南投竹山稀有黑土,南投縣竹山鎮瑞竹巷,,土地,157.6,,,,無車位,988,0623CB,2025-10-01 10:43:31
埔里大地坪獨門獨院豪邸,南投縣埔里鎮籃城路,13.0年,其它,77.16,71.92,3房2廳3衛,1-2樓/2樓,無車位,4,8614UB,2025-10-01 10:43:31
中寮好山好水種梅園,南投縣中寮鄉瀧林巷,,土地,6521.3,,,,無車位,798,8273SZ,2025-10-01 10:43:31
南投中寮鄉森林區農牧用地,南投縣中寮鄉永樂路,,土地,4201.73,,,,無車位,840,1114KX,2025-10-01 10:43:31
南崗工業區方正廠房,南投縣南投市仁和路,1.6年,辦公,58.86,58.86,1廳1衛,1-1樓/1樓,無車位,3,9974QC,2025-10-01 10:43:31
埔里快樂田園小天堂,南投縣埔里鎮過坑路,,土地,476.74,,,,無車位,250,8815LW,2025-10-01 10:43:31
竹山山坡農牧用地,南投縣竹山鎮中山路,,土地,1356.11,,,,無車位,420,95891M,2025-10-01 10:43:31
南投市臨路透天,南投縣南投市大同街,57.5年,透天,53.72,45.92,7房2廳2衛(含加蓋2房),1-2樓/2樓,無車位,1,0113QH,2025-10-01 10:43:31
【精選】南投埔里臨路土地,南投縣埔里鎮西安路二段,,土地,1563.85,,,,無車位,9,7406KY,2025-10-01 10:43:31
♥國姓鄉農地歡迎詢問♥,南投縣國姓鄉港頭巷,,土地,3176.25,,,,無車位,1,2830WR,2025-10-01 10:43:31
新接！！草屯農地,南投縣草屯鎮玉屏路,,土地,524.08,,,,無車位,1,1818BC,2025-10-01 10:43:31
南投市千坪土地,南投縣南投市永鳴路,,土地,3057.82,,,,無車位,2,8594CQ,2025-10-01 10:43:31
南投中寮鄉農用地,南投縣中寮鄉頂城巷,,土地,9130.36,,,0樓/0樓,無車位,3,5498PB,2025-10-01 10:43:31
市區全新15米路大面寬店面,南投縣埔里鎮樹人路,1.4年,店面,46.19,46.19,2廳2衛,1-2樓/2樓,無車位,2,JS97177HB,2025-10-01 10:43:31
名間寬敞免整理透天,南投縣名間鄉華山街,45.7年,別墅/透天,31.88,31.88,3房3廳4衛,1-3樓/3樓,其他,698,JS97294HB,2025-10-01 10:43:31
北中寮大龜坑農地B,南投縣中寮鄉鄉林巷,,土地,2356.17,,,0樓/0樓,無車位,480,JS97749HB,2025-10-01 10:43:31
鴻囍山莊旁休閒農地-買地送屋,南投縣竹山鎮德興段,,土地,1045.53,,,1樓/0樓,無車位,1,JS97773HB,2025-10-01 10:43:31
國六交流道旁錢潮小農地,南投縣埔里鎮中山路四段,,土地,141.91,,,0樓/0樓,無車位,1,RS64468HB,2025-10-01 10:43:31
文四國小旁59坪公共設施保留地,南投縣竹山鎮中正巷,,土地,59.22,,,1樓/0樓,無車位,279,RS71975HB,2025-10-01 10:43:39
埔里休閒度假農舍,南投縣埔里鎮大湳路,15.2年,其它,62.9,62.9,5房2廳3衛,1-2樓/2樓,其他,2,RS72739HB,2025-10-01 10:43:39
第三市場好店住,南投縣埔里鎮同聲巷,54.0年,店面,47.85,47.85,6房2廳3衛,1-4樓/0樓,無車位,895,RS76203HB,2025-10-01 10:43:39
南投竹山大鞍山居小屋農地,南投縣竹山鎮大鞍,,土地,1923.9,,,0樓/0樓,無車位,689,RS79553HB,2025-10-01 10:43:39
埔里商圈黃金透天店面,南投縣埔里鎮中正路,53.2年,別墅/透天,70.89,70.89,4房4廳3衛,1-4樓/4樓,其他,2,MS103974HB,2025-10-01 10:43:39
竹山工業區工業用地,南投縣竹山鎮延平二路,,土地,574.96,,,0樓/0樓,無車位,9,MS126491HB,2025-10-01 10:43:39
埔里南光國小4樓社區別墅,南投縣埔里鎮長春路,31.3年,別墅/透天,64.6,59.66,4房3廳3衛,-1-4樓/4樓,坡道平面車位,998,MS138000HB,2025-10-01 10:43:39
鹿谷500坪後花園渡假農舍別墅,南投縣鹿谷鄉仁義路,30.9年,其它,67.8,67.8,7房2廳7衛,1-3樓/3樓,其他,1,ES69111HB,2025-10-01 10:43:39
九族旁平房合法農業設施,南投縣魚池鄉金天巷,30.3年,其它,687.27,687.27,3房2廳2衛,1樓/1樓,無車位,3,JS54656HB,2025-10-01 10:43:39
專任水頭合法農舍,南投縣埔里鎮水源段,,土地,330.41,,1房,0樓/1樓,無車位,1,JS95915HB,2025-10-01 10:43:39
田東段8.3分休閒招待所基地,南投縣竹山鎮田東路,,土地,2465.38,145.2,,1樓/0樓,無車位,1,JS96499HB,2025-10-01 10:43:39
鹿谷悠然居休閒農地渡假小屋,南投縣鹿谷鄉新鹿谷段,,土地,204.32,,,0樓/0樓,無車位,480,JS97477HB,2025-10-01 10:43:39
南投草屯中正路大面寬農地,南投縣草屯鎮中正路,,土地,826.74,,,0樓/0樓,無車位,2,RS56262HB,2025-10-01 10:43:39
名間田寮段農地A,南投縣名間鄉田寮巷,,土地,658.79,,,0樓/0樓,無車位,398,RS64741HB,2025-10-01 10:43:39
溫哥華莊園豪宅別墅C,南投縣竹山鎮前山路一段,12.8年,別墅/透天,83.85,83.85,5房3廳4衛,1-3樓/3樓,其他,3,RS75844HB,2025-10-01 10:43:39
國姓住宅區大建地,南投縣國姓鄉成功段,,土地,312.52,,,0樓/0樓,無車位,2,RS75860HB,2025-10-01 10:43:39
鹿谷鄉公所附近稀有靜巷透天,南投縣鹿谷鄉和興巷,46.3年,別墅/透天,28.1,28.1,7房3廳2衛,1-3樓/0樓,無車位,738,RS79145HB,2025-10-01 10:43:39
南中寮資材室農地,南投縣中寮鄉中集路,,土地,924.74,,,0樓/0樓,無車位,428,RS81085HB,2025-10-01 10:43:39
埔里近市區低總價透天,南投縣埔里鎮中正路,45.3年,別墅/透天,31.43,31.43,4房2廳3衛,1-2樓/2樓,其他,628,KS186068HB,2025-10-01 10:43:39
草屯大地坪合法農舍/現為加工廠,南投縣草屯鎮碧興路一段,28.5年,其它,145.9,139.66,4房3廳3衛,1-2樓/2樓,其他,4,BS54582HB,2025-10-01 10:43:39
草屯炎峰街金雞母透天店住,南投縣草屯鎮炎峰街,50.7年,別墅/透天,44.21,44.21,4房2廳3衛,1-3樓/3樓,無車位,1,JS95197HB,2025-10-01 10:43:48
南投市便宜建地,南投縣南投市南鄉路,,土地,103.3,,,0樓/0樓,無車位,1,JS95331HB,2025-10-01 10:43:48
好家在二期全新透天別墅A,南投縣竹山鎮瑞竹巷,1.0年,別墅/透天,50.99,50.99,4房3廳3衛,1-3樓/0樓,無車位,1,JS95735HB,2025-10-01 10:43:48
草屯中正家園大三房車位美廈,南投縣草屯鎮中正路,29.8年,大樓,35.82,26.04,3房2廳2衛,5樓/12樓,其他,808,JS95942HB,2025-10-01 10:43:48
世外桃源美農地,南投縣埔里鎮桃米段,,土地,992.81,,,0樓/0樓,無車位,2,JS96285HB,2025-10-01 10:43:48
初鄉國小附近3.8分休閒農地,南投縣鹿谷鄉新初鄉段,,土地,1120.51,,,1樓/0樓,無車位,2,JS96415HB,2025-10-01 10:43:48
信義街別墅,南投縣南投市信義街,28.0年,別墅/透天,57.51,56.79,4房2廳3衛,1-3樓/3樓,其他,1,JS96863HB,2025-10-01 10:43:48
北中寮買地送2棟平房,南投縣中寮鄉月桃巷,,土地,2178,,,0樓/0樓,無車位,680,JS97104HB,2025-10-01 10:43:48
近水里國中美農地A,南投縣水里鄉成功路,,土地,1217.86,,,0樓/0樓,無車位,598,JS97308HB,2025-10-01 10:43:48
國姓正成功街都計內農地,南投縣國姓鄉成功段,,土地,1460.32,,,0樓/0樓,無車位,1,RS34917HB,2025-10-01 10:43:48
中寮1.89甲農地附農舍,南投縣中寮鄉中集路,,土地,5742.36,,,0樓/0樓,無車位,2,RS71340HB,2025-10-01 10:43:48
草屯工業用地,南投縣草屯鎮中正路,,土地,2698.06,,,0樓/0樓,無車位,48,RS72897HB,2025-10-01 10:43:48
熱門觀光區田+建地,南投縣埔里鎮三條崙段,,土地,1242.13,,,0樓/0樓,無車位,2,RS79694HB,2025-10-01 10:43:48
竹山國小旁一般農地,南投縣竹山鎮照鏡段,,土地,1181.03,,,0樓/0樓,無車位,1,FS201602HB,2025-10-01 10:43:48
近交流道國姓建地,南投縣國姓鄉中正路二段,,土地,81.68,,,0樓/0樓,無車位,588,ES60991HB,2025-10-01 10:43:48
埔里珠生路旁甲建+田,南投縣埔里鎮珠格段,,土地,296.81,,,0樓/0樓,無車位,1,ES69140HB,2025-10-01 10:43:48
紫南宮旁現買現收黃金果農地,南投縣竹山鎮南雲段,,土地,1338.13,,,1樓/0樓,無車位,1,JS96850HB,2025-10-01 10:43:48
南投埔里東潤路農地,南投縣埔里鎮東埔段,,土地,1640.22,,,0樓/0樓,無車位,2,JS97415HB,2025-10-01 10:43:48
近麗寶景闊美田,南投縣埔里鎮向善段,,土地,773.31,,,0樓/0樓,無車位,1,JS97671HB,2025-10-01 10:43:48
秀山新苑大三房平車戶,南投縣草屯鎮虎山路,29.7年,華廈,41.71,26.1,3房2廳2衛,1樓/10樓,其他,868,RS75065HB,2025-10-01 10:43:48
名間大建地,南投縣名間鄉名山路二段,,土地,453.69,,,0樓/0樓,無車位,2,RS75915HB,2025-10-01 10:43:57
市場震後美店住,南投縣埔里鎮東華路,24.5年,別墅/透天,30.96,30.96,5房3廳3衛,1-4樓/0樓,無車位,1,RS79331HB,2025-10-01 10:43:57
南投新小半山荔枝園農地二,南投縣南投市永興路一街,,土地,953.82,,,0樓/0樓,無車位,1,MS101709HB,2025-10-01 10:43:57
埔里露營合法民宿觀光教育農場,南投縣埔里鎮桃米路,8.9年,別墅/透天,234.97,234.97,10房3廳10衛,1-3樓/3樓,其他,9,MS134960HB,2025-10-01 10:43:57
小半天石馬公園旁合法民宿,南投縣鹿谷鄉中湖巷,16.7年,其它,43.69,43.69,,1樓/1樓,無車位,2,JS93541HB,2025-10-01 10:43:57
近中興新村圓環特價平房,南投縣草屯鎮虎山路,63.9年,其它,13.36,13.36,3房1廳3衛,1樓/0樓,無車位,698,JS94832HB,2025-10-01 10:43:57
埔里山城震後美墅,南投縣埔里鎮珠生路,18.5年,別墅/透天,122.83,122.83,14房3廳14衛,-1-5樓/0樓,無車位,1,JS95706HB,2025-10-01 10:43:57
草屯登輝路超值大地坪建地,南投縣草屯鎮登輝路,,土地,175.06,,,0樓/0樓,無車位,1,JS96252HB,2025-10-01 10:43:57
草屯透天別墅~ 四房輕屋齡,南投縣草屯鎮登輝路,3.0年,別墅/透天,56.04,51.56,4房3廳3衛,1-3樓/0樓,無車位,1,JS96462HB,2025-10-01 10:43:57
親子憶境花園別墅,南投縣埔里鎮房里路,33.3年,其它,71.24,71.24,5房2廳5衛,1-2樓/2樓,無車位,3,JS97162HB,2025-10-01 10:43:57
水里鹿寮茶園B,南投縣水里鄉新興巷,,土地,2476.44,,,0樓/0樓,無車位,728,RS63467HB,2025-10-01 10:43:57
觀光勝地大面寬建地,南投縣埔里鎮鯉魚路,,土地,88.09,,,0樓/0樓,無車位,1,RS68246HB,2025-10-01 10:43:57
民生巷臨路大面寬2.6分農地,南投縣竹山鎮中崎段,,土地,775.5,,,1樓/0樓,無車位,738,RS75870HB,2025-10-01 10:43:57
南投名間古香古厝建地,南投縣名間鄉大廈巷,,土地,859.9,,,0樓/0樓,無車位,3,RS78142HB,2025-10-01 10:43:57
埔里鎮桃米生態村休閒合法農舍,南投縣埔里鎮種瓜路,21.6年,其它,63.68,58.36,4房2廳2衛,1-2樓/2樓,無車位,1,RS84387HB,2025-10-01 10:43:57
草屯大地坪大面寬農舍,南投縣草屯鎮碧峰路,35.2年,其它,64.36,64.36,4房2廳2衛,1-2樓/2樓,無車位,2,MS140404HB,2025-10-01 10:43:57
