標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
宜蘭羅東復興路農地,宜蘭縣羅東鎮復興路三段,,土地,1083.74,,,,無車位,2,2904QU,2025-09-25 03:57:20
宜蘭大展鴻圖溫泉旅店,宜蘭縣礁溪鄉德陽路,42.9年,透天/其它,121.37,112.51,33房1廳27衛2室(含加蓋18房14衛1室),1-3樓/3樓,無車位,12,4374FJ,2025-09-25 03:57:20
宜蘭大展鴻圖透天民宿,宜蘭縣礁溪鄉二結路,20.7年,透天/其它,161.03,161.02,26房4廳24衛1室(含加蓋12房3廳10衛1室),1-2樓/2樓,無車位,6,5472JR,2025-09-25 03:57:20
古堡莊園歐式別墅,宜蘭縣冬山鄉水井路,12.5年,別墅/透天,89.29,87.51,9房3廳9衛(含加蓋2房1廳2衛),1-3樓/3樓,無車位,6,6657NG,2025-09-25 03:57:20
古堡木屋歐式雙別墅,宜蘭縣冬山鄉廣興路,14.1年,別墅/透天,177.84,176.06,16房5廳16衛(含加蓋2房1廳2衛),1-3樓/3樓,無車位,12,0209DN,2025-09-25 03:57:20
宜蘭火車站金透天,宜蘭縣宜蘭市新興路,11.8年,透天/店面,54.82,47,5房1廳6衛(含加蓋1衛),1-3樓/3樓,無車位,2,6650VZ,2025-09-25 03:57:28
礁溪景觀上善如水美居,宜蘭縣礁溪鄉公園路,10.7年,大樓,25.87,13.51,1房1廳1衛,13樓/15樓,無車位,1,8989AX,2025-09-25 03:57:28
近羅東夜市獨棟透天,宜蘭縣羅東鎮中山西街,34.5年,透天/店面,322.56,297.38,20房16廳13衛5室(含加蓋1廳1衛1室),B1-5樓/5樓,無車位,7,0118VR,2025-09-25 03:57:28
品牌法式民宿☆誠意轉手㊣,宜蘭縣頭城鎮朝陽路,9.7年,店面,118.62,112.16,7房4廳7衛(含加蓋4房1廳1衛),1-4樓/4樓,無車位,4,10875Z,2025-09-25 03:57:28
極致享受山嶼海,宜蘭縣頭城鎮河堤路,6.7年,大樓,26.61,14.68,1房1廳1衛,4樓/15樓,無車位,800,9599LT,2025-09-25 03:57:28
礁溪知名農場出售,宜蘭縣礁溪鄉塭底路,10.2年,其它/透天,119.69,113.44,3房4廳3衛,1-3樓/3樓,無車位,5,9784QH,2025-09-25 03:57:28
宜蘭礁溪淇武蘭土地,宜蘭縣礁溪鄉淇武蘭路,15.4年,土地/倉庫,3.38,3.38,1廳,1-1樓/1樓,無車位,760,7486KV,2025-09-25 03:57:28
礁溪８５６坪溫泉住宅地,宜蘭縣礁溪鄉得子三路,,土地,855.59,,,,無車位,55,2228YF,2025-09-25 03:57:28
宜蘭礁溪好農地,宜蘭縣礁溪鄉奇立丹路,,土地,773.19,,,,無車位,2,87954G,2025-09-25 03:57:28
正尚德路．方正角地,宜蘭縣員山鄉尚德路,,土地,758.67,,,,無車位,2,3100YH,2025-09-25 03:57:28
宜蘭礁溪國五９８８坪農地,宜蘭縣礁溪鄉淇武蘭北路,,土地,988.14,,,,無車位,2,4605YV,2025-09-25 03:57:28
宜蘭頂級度假珠寶盒,宜蘭縣員山鄉大湖二十路,18.6年,透天,193.1,164.4,8房6廳10衛5室,B1-3樓/3樓,無車位,7,5266WY,2025-09-25 03:57:28
宜蘭礁溪近火車站土地,宜蘭縣礁溪鄉瑪僯路,,土地,945.54,,,,無車位,2,05237T,2025-09-25 03:57:28
【壯圍】雙面臨路農地,宜蘭縣壯圍鄉中興五路,,土地,963.46,,,,無車位,1,69159R,2025-09-25 03:57:28
山嶼海頂級海景度假溫泉,宜蘭縣頭城鎮河堤路,6.7年,大樓,24.67,13.6,1房1廳1衛,14樓/15樓,無車位,966,7521QN,2025-09-25 03:57:28
礁溪２９６８溫泉住宅地,宜蘭縣礁溪鄉得子三路,,土地,2968.28,,,,無車位,192,5313KW,2025-09-25 03:57:28
頭城海邊住宅土地,宜蘭縣頭城鎮濱海路四段,,土地,2154.3,,,,無車位,26,4454NB,2025-09-25 03:57:28
永樂國小旁近四千多坪寶地,宜蘭縣蘇澳鎮永樂路,,土地,4444.1,,,,無車位,13,41366X,2025-09-25 03:57:28
頭城千坪拔雅林土地,宜蘭縣頭城鎮復興路,,土地,1034.68,,,,無車位,15,7177MH,2025-09-25 03:57:28
宜蘭獨棟美麗別墅,宜蘭縣五結鄉親河路二段,19.6年,別墅/透天,82.43,78.27,6房2廳7衛2室(含加蓋2房2衛2室),1-3樓/3樓,無車位,2,6976BM,2025-09-25 03:57:28
稀珍白石隱精緻質感戶,宜蘭縣礁溪鄉白石腳路,5.5年,華廈,35.57,16.68,2房2廳1衛,4樓/4樓,坡道平面車位,1,4280NC,2025-09-25 03:57:37
礁溪湯園１★兩房有車位,宜蘭縣礁溪鄉大忠路,17.3年,大樓,44.46,23.16,2房2廳2衛,2樓/13樓,坡道平面車位,1,6187GP,2025-09-25 03:57:37
ＯＨ！１７９６海景溫泉宅,宜蘭縣頭城鎮復興路,7.4年,大樓,39.98,21.64,3房2廳2衛,9樓/23樓,無車位,1,7697SR,2025-09-25 03:57:37
蘇澳乙工土地,宜蘭縣蘇澳鎮信義路,,土地,644.23,,,,無車位,5,0485CX,2025-09-25 03:57:37
宜蘭礁溪話水景觀湯屋賞,宜蘭縣礁溪鄉健康路,10.0年,大樓,19.53,10.23,1房1廳1衛,4樓/14樓,無車位,728,7698RC,2025-09-25 03:57:37
烏石港衝浪度假透天,宜蘭縣頭城鎮濱海路一段,27.0年,透天,77.48,77.48,2房4廳3衛1室(含加蓋1室),1-3樓/3樓,無車位,1,1432TJ,2025-09-25 03:57:37
清水模。白石隱輕奢兩房,宜蘭縣礁溪鄉白石腳路,5.5年,華廈,28.33,17.14,2房2廳1衛,4樓/4樓,無車位,1,0752JY,2025-09-25 03:57:37
凱悅二期★渡假雲天,宜蘭縣礁溪鄉大忠路,19.0年,大樓/套房,20.05,12.83,1房1廳1衛,11樓/14樓,無車位,618,0385SC,2025-09-25 03:57:37
羅東市區工商綜合專用區Ｉ,宜蘭縣羅東鎮信義路,,土地,272.69,,,,無車位,16,01846Y,2025-09-25 03:57:37
羅東市區工商綜合專用區,宜蘭縣羅東鎮信義路,,土地,864.29,,,,無車位,51,02948A,2025-09-25 03:57:37
礁溪臨路方正農地,宜蘭縣礁溪鄉塭底路,,土地,814.63,,,,無車位,1,26383W,2025-09-25 03:57:37
宜蘭首選十四美套,宜蘭縣羅東鎮陽明路,7.8年,透天,148.29,124.47,14房5廳15衛,1-4樓/4樓,其他,4,6230VL,2025-09-25 03:57:37
冬山再起＊綠蔭盎然美築,宜蘭縣冬山鄉東八路,1.7年,廠房/倉庫,27.82,27.82,1廳,1-1樓/1樓,無車位,1,4106QT,2025-09-25 03:57:37
壯圍鄉千坪土地,宜蘭縣壯圍鄉大福路三段,,土地,1563.62,,,,無車位,4,56415D,2025-09-25 03:57:37
羅東、仁愛雙面路優質農地,宜蘭縣羅東鎮仁愛路三段,,土地,429.42,,,,無車位,601,5968LY,2025-09-25 03:57:37
宜大旁～台大校園小資雅閣,宜蘭縣宜蘭市女中路二段,30.2年,華廈/套房,17.99,7.42,1房1廳1衛,8樓/8樓,坡道平面車位,398,4834TK,2025-09-25 03:57:37
礁溪高樓溫泉湯屋車位,宜蘭縣礁溪鄉健康一街,9.8年,大樓/套房,41.02,18.93,1房1廳1衛,10樓/12樓,坡道平面車位,1,0529VM,2025-09-25 03:57:37
鳳凰君悅奢華溫泉度假套房,宜蘭縣礁溪鄉健康一街,14.3年,辦公,23.45,12.85,1房1廳2衛1室(含加蓋1房1衛1室),4樓/9樓,無車位,1,2417LH,2025-09-25 03:57:37
三星近安農溪獨棟別墅,宜蘭縣三星鄉大埔六路,22.3年,別墅/透天,79.48,79.49,6房4廳3衛2室(含加蓋2廳1室),1-2樓/2樓,一樓平面車位,2,6025WH,2025-09-25 03:57:37
鄰園豪氣樹海獨棟別墅,宜蘭縣羅東鎮復興路二段,19.6年,其它,105.06,105.06,6房5廳5衛3室(含加蓋1房2廳1室),1-3樓/3樓,兩個以上車位,8,7458YJ,2025-09-25 03:57:37
南法莊園藝術家設計別墅,宜蘭縣宜蘭市縣政一街,6.4年,透天,72.57,42.95,4房1廳3衛2室,B1-4樓/4樓,其他,2,6778VM,2025-09-25 03:57:46
礁溪巨星套房精選,宜蘭縣礁溪鄉溫泉路,29.5年,大樓,16.59,12.86,1房1廳1衛,3樓/12樓,無車位,468,3588QX,2025-09-25 03:57:46
【推薦】大面寬綠意農地,宜蘭縣三星鄉大洲路,,土地,1178.36,,,,無車位,2,93975B,2025-09-25 03:57:46
礁溪臨路農地Ａ,宜蘭縣礁溪鄉白雲六路,,土地,759.73,,,,無車位,3,60905A,2025-09-25 03:57:46
礁溪臨路農地Ｂ,宜蘭縣礁溪鄉白雲六路,,土地,759.73,,,,無車位,3,35436E,2025-09-25 03:57:46
羅東仁愛雙面路２．３分地,宜蘭縣羅東鎮復興路三段,,土地,686.04,,,,無車位,1,5722PZ,2025-09-25 03:57:46
近宜蘭藝術中心大地坪民宿,宜蘭縣五結鄉季水路,8.3年,透天,156.43,156.43,12房2廳13衛,1-3樓/3樓,無車位,3,3908BD,2025-09-25 03:57:46
新潤瘋礁溪★奢華溫泉小宅,宜蘭縣礁溪鄉健康路,7.4年,大樓,21.71,10.81,1房1廳1衛,10樓/12樓,無車位,838,3714AW,2025-09-25 03:57:46
湯院子高樓美景雅居,宜蘭縣頭城鎮文雅路,8.1年,大樓,20.62,11.52,1房1廳1衛,12樓/15樓,無車位,638,2387ZX,2025-09-25 03:57:46
牡羊座兩房車位．輕鬆成家,宜蘭縣蘇澳鎮海山東路,預售,華廈,35.14,18.17,2房2廳1衛,5樓/10樓,坡道平面車位,590,5652YG,2025-09-25 03:57:46
♨️山那邊景觀溫泉戶,宜蘭縣礁溪鄉信義路,16.7年,辦公/大樓,17,9.56,1房1廳1衛(含加蓋1房),11樓/13樓,無車位,688,1260NT,2025-09-25 03:57:46
★宜蘭大學旁方正黃金土地,宜蘭縣宜蘭市女中路,,土地,83.99,,,,無車位,4,4300XY,2025-09-25 03:57:46
宜蘭方正１．５分農地,宜蘭縣員山鄉七賢路,,土地,439.23,,,,無車位,1,8838TC,2025-09-25 03:57:46
宜蘭礁溪三角窗土地,宜蘭縣礁溪鄉礁溪路三段,,土地,484.3,,,,無車位,9,4047YZ,2025-09-25 03:57:46
運動公園悠美別墅,宜蘭縣羅東鎮光明街,18.4年,透天,62.33,62.33,4房2廳4衛2室,1-4樓/4樓,一樓平面車位,2,0322PP,2025-09-25 03:57:46
礁溪仁愛路市區稀有寶地Ａ,宜蘭縣礁溪鄉仁愛路,,土地,20.03,,,,無車位,1,2151TR,2025-09-25 03:57:46
礁溪仁愛路市區稀有寶地Ｂ,宜蘭縣礁溪鄉仁愛路,,土地,12.97,,,,無車位,988,9087JD,2025-09-25 03:57:46
礁溪仁愛路市區稀有寶地Ｃ,宜蘭縣礁溪鄉仁愛路,,土地,7.05,,,,無車位,499,59890P,2025-09-25 03:57:46
礁溪仁愛路市區稀有寶地Ｄ,宜蘭縣礁溪鄉仁愛路,,土地,13.17,,,,無車位,998,8815UV,2025-09-25 03:57:46
最上川●溫泉花園電梯透天,宜蘭縣員山鄉興農路,8.4年,透天,78.21,63.36,4房7廳6衛3室(含加蓋3廳3衛3室),1-4樓/4樓,無車位,3,7826BM,2025-09-25 03:57:46
礁溪網美風民宿透天,宜蘭縣礁溪鄉公園北路,1.2年,透天/辦公,140.37,127.03,4房2廳5衛(含加蓋2廳),1-5樓/5樓,一樓平面車位,5,1256RB,2025-09-25 03:57:56
礁溪白玉稀有寶地,宜蘭縣礁溪鄉份尾一路,,土地,176.66,,,,無車位,3,52799B,2025-09-25 03:57:56
羅東聖母醫院旁．黃金透天,宜蘭縣羅東鎮南昌街,48.3年,店面/透天,31.67,31.67,4房4廳2衛(含加蓋2房2廳),1-2樓/2樓,無車位,1,4182WC,2025-09-25 03:57:56
方正土地２３１坪,宜蘭縣礁溪鄉健康路,,土地,231.25,,,,無車位,23,7181QD,2025-09-25 03:57:56
宜蘭利澤工業區廠房,宜蘭縣五結鄉利工二路,15.8年,廠房,2955.44,2931.06,1廳4衛6室,1-2樓/2樓,無車位,88,8475RB,2025-09-25 03:57:56
廉售宜蘭小礁溪雙溪園寶地,宜蘭縣礁溪鄉大坡路二段,,土地,7917.19,,,,無車位,3,04604X,2025-09-25 03:57:56
羅東地標｜商業透天店霸,宜蘭縣羅東鎮純精路三段,34.3年,辦公,872.14,669.68,4房8廳9衛1室(含加蓋2廳),B1-5樓/5樓,無車位,22,9725MP,2025-09-25 03:57:56
梅花湖景觀別墅,宜蘭縣冬山鄉梅湖路,5.7年,別墅/透天,121.81,113.65,6房3廳7衛,1-3樓/3樓,無車位,5,3454LT,2025-09-25 03:57:56
【旅社】東澳車站發財透天,宜蘭縣蘇澳鎮蘇花路三段,59.0年,其它/店面,50.02,44.7,17房1廳13衛(含加蓋15房13衛),1-1樓/1樓,無車位,2,4314AJ,2025-09-25 03:57:56
近二高，交通便捷電梯透天,宜蘭縣頭城鎮宜三路一段,2.9年,店面/透天,90.13,82.34,4廳5衛,1-3樓/3樓,無車位,2,3987LK,2025-09-25 03:57:56
礁溪溫泉美宅,宜蘭縣礁溪鄉德陽路,40.1年,公寓,26.45,24.95,3房2廳1衛,1樓/4樓,無車位,860,0870FZ,2025-09-25 03:57:56
宜蘭稀有透天釋出,宜蘭縣宜蘭市軍民路,50.7年,透天,27.3,27.3,5房2廳3衛(含加蓋2房1衛),1-2樓/2樓,無車位,950,4676VF,2025-09-25 03:57:56
宜蘭壯圍雙面臨路方正農地,宜蘭縣壯圍鄉中央路一段,,土地,545.71,,,,無車位,1,4567WY,2025-09-25 03:57:56
宜蘭市夜市透天咖啡旅店,宜蘭縣宜蘭市和睦路,24.8年,店面,108.36,99.66,8房2廳10衛3室,1-3樓/3樓,無車位,5,53783Y,2025-09-25 03:57:56
礁溪轉運站旁增值透天,宜蘭縣礁溪鄉公園路,46.7年,店面/別墅/透天,118.42,104.76,17房2廳6衛(含加蓋3房4衛),B1-4樓/4樓,無車位,12,8198TU,2025-09-25 03:57:56
景觀海景別墅,宜蘭縣頭城鎮濱海路六段,3.1年,透天,80.33,49.96,5房2廳3衛,B1-3樓/3樓,其他,1,4719TD,2025-09-25 03:57:56
頭城透天,宜蘭縣頭城鎮頂埔路一段,43.1年,透天,35.06,30.46,4房6廳3衛2室(含加蓋1房3廳1衛1室),1-2樓/2樓,無車位,1,6898WZ,2025-09-25 03:57:56
宜蘭稀有土地釋出,宜蘭縣宜蘭市中山路二段,,土地,48.58,,,,無車位,2,7847AD,2025-09-25 03:57:56
三星經典農舍,宜蘭縣三星鄉三星路三段,1.3年,別墅/透天,115.1,115.1,5房3廳6衛,1-3樓/3樓,無車位,3,3808VD,2025-09-25 03:57:56
員山落羽松,宜蘭縣員山鄉尚深路,,土地,1413.45,,,,無車位,3,4375HF,2025-09-25 03:57:56
頭城烏石港段,宜蘭縣頭城鎮頭城鎮,,土地,143.81,,,0樓/0樓,無車位,2,XS61611HB,2025-09-25 03:58:07
宜蘭冬山鄉柯林一段土地,宜蘭縣冬山鄉柯林一段,,土地,611.07,,,0樓/0樓,無車位,1,OB20034GH,2025-09-25 03:58:07
近傳藝民宿農舍,宜蘭縣五結鄉傳藝路一段,18.7年,其它,143,116.48,12房2廳13衛,1-3樓/3樓,無車位,2,WS13170HB,2025-09-25 03:58:07
近羅運旁農地E163,宜蘭縣三星鄉XX路,,土地,564.37,,,0樓/0樓,無車位,890,WS17253HB,2025-09-25 03:58:07
頭城老街商圈透天店面,宜蘭縣頭城鎮中庸街,55.7年,別墅/透天,42.32,42.32,5房2廳4衛,1-2樓/0樓,無車位,968,WS24701HB,2025-09-25 03:58:07
馬賽面20米大道雙面路建地,宜蘭縣蘇澳鎮忠孝路,,土地,725.7,,,0樓/0樓,無車位,8,WS34641HB,2025-09-25 03:58:07
品味生活溫泉宅,宜蘭縣礁溪鄉公園路,10.7年,大樓,31.33,14.3,1房1廳1衛,4樓/15樓,無車位,1,WS40101HB,2025-09-25 03:58:07
礁溪市區全新美景農舍,宜蘭縣礁溪鄉十六結路,2.0年,其它,57.85,56.79,4房4廳5衛,1-3樓/3樓,無車位,2,XB09085GH,2025-09-25 03:58:07
礁溪大面寬美景農舍,宜蘭縣礁溪鄉踏踏八路,1.1年,其它,93.76,90.22,4房2廳5衛,1-2樓/2樓,其他,3,XS62037HB,2025-09-25 03:58:07
謙和店面一B048,宜蘭縣宜蘭市XX路三段,3.5年,店面,47.16,25.12,,1樓/14樓,其他,1,XS130772HB,2025-09-25 03:58:07
員山思源電梯大器農舍,宜蘭縣員山鄉石頭厝路,1.0年,其它,121.04,105.5,5房2廳6衛,1-3樓/3樓,其他,3,XS132212HB,2025-09-25 03:58:07
五結全新裝潢透天,宜蘭縣五結鄉五結路２段,46.0年,別墅/透天,30.76,30.76,5房2廳2衛,1-2樓/0樓,無車位,798,XS132216HB,2025-09-25 03:58:07
專)生活在海邊。海邊第一排建地,宜蘭縣頭城鎮濱海路五段,,土地,692.6,,,0樓/0樓,無車位,8,XS132754HB,2025-09-25 03:58:07
礁溪市區別墅,宜蘭縣礁溪鄉大義路,19.9年,別墅/透天,68.93,60.11,4房2廳3衛,1-4樓/4樓,其他,1,XS135695HB,2025-09-25 03:58:07
藍灣渡假海景套房,宜蘭縣頭城鎮協天路,17.7年,華廈,18.63,11.67,1房1廳1衛,7樓/9樓,無車位,568,XS137199HB,2025-09-25 03:58:07
員山典藏尊貴農舍D056,宜蘭縣員山鄉XX路,17.6年,其它,178.62,165.49,8房6廳9衛,1-3樓/3樓,無車位,6,XS137898HB,2025-09-25 03:58:07
礁溪德陽溫泉建地F035,宜蘭縣礁溪鄉XX路,,土地,454.26,,,0樓/0樓,無車位,17,WS27185HB,2025-09-25 03:58:07
礁溪國五交流道旁方正農地,宜蘭縣礁溪鄉實踐一段,,土地,632.57,,,0樓/0樓,無車位,1,WS40002HB,2025-09-25 03:58:07
湯圍溝旁正溫泉樓中樓1+1,宜蘭縣礁溪鄉信義路,16.7年,大樓,16.97,9.57,1房1廳1衛,-1-13樓/13樓,坡道平面車位,568,XS90002HB,2025-09-25 03:58:07
宜蘭南澳仲岳段大坪數原保農牧用,宜蘭縣南澳鄉仲岳段,,土地,2420,,,0樓/0樓,無車位,128,AS134072HB,2025-09-25 03:58:07
專約宜蘭獨棟透天農舍+農地,宜蘭縣宜蘭市平路,40.0年,其它,122.93,121.39,8房4廳4衛,1-2樓/2樓,無車位,2,OS201172HB,2025-09-25 03:58:17
文化中心錢潮聚增值店住B,宜蘭縣宜蘭市復興路三段,1.2年,店面,71.43,65.73,4廳5衛,1-3樓/3樓,無車位,2,XS131054HB,2025-09-25 03:58:17
礁溪奇立丹百坪溫泉民宿,宜蘭縣礁溪鄉奇立丹路,43.8年,別墅/透天,100.16,97.69,6房3廳7衛,1-3樓/3樓,其他,3,XS131438HB,2025-09-25 03:58:17
壯東段近古亭國小農地E025,宜蘭縣壯圍鄉壯東段,,土地,756.25,,,0樓/0樓,無車位,908,XS132240HB,2025-09-25 03:58:17
礁溪涵松樓美湯屋C058,宜蘭縣礁溪鄉XX路,8.9年,大樓,23.5,11.81,2房1廳1衛,5樓/13樓,其他,889,XS133540HB,2025-09-25 03:58:17
冬山近交流道全新電梯農舍,宜蘭縣冬山鄉三城路,,土地,508.35,,5房3廳6衛,1-3樓/0樓,無車位,3,XS134312HB,2025-09-25 03:58:17
羅東高商現代風溫馨透天,宜蘭縣冬山鄉興安路,46.9年,別墅/透天,30.53,30.53,3房2廳3衛,1-2樓/0樓,無車位,888,XS134564HB,2025-09-25 03:58:17
高樓景觀精裝雙湯屋,宜蘭縣礁溪鄉信義路,16.7年,大樓,24.21,10.71,2房1廳1衛,11樓/0樓,無車位,870,XS135161HB,2025-09-25 03:58:17
羅東全新2房車位景觀大樓,宜蘭縣羅東鎮愛國路,0.8年,大樓,36.15,15.45,2房2廳1衛,9樓/11樓,坡道平面車位,1,XS136179HB,2025-09-25 03:58:17
馬賽小坪數產業首選,宜蘭縣蘇澳鎮祥和路,,土地,247.56,,,0樓/0樓,無車位,2,XS137203HB,2025-09-25 03:58:17
宜蘭冬山觀光會館,宜蘭縣冬山鄉成功路,19.1年,別墅/透天,261.21,240.73,13房1廳13衛,1-2樓/2樓,無車位,5,XS137842HB,2025-09-25 03:58:17
火車站高樓精緻溫泉套房,宜蘭縣礁溪鄉溫泉路,29.5年,大樓,15.46,11.19,1房1廳1衛,12樓/0樓,無車位,458,XS138236HB,2025-09-25 03:58:17
近安農溪光影農舍,宜蘭縣三星鄉五分路一段,2.8年,其它,95.58,95.58,4房2廳5衛,1-2樓/2樓,無車位,3,WS09236HB,2025-09-25 03:58:17
馬賽雙面路乙工地,宜蘭縣蘇澳鎮祥和路,,土地,639.18,,,0樓/0樓,無車位,5,WS28134HB,2025-09-25 03:58:17
員山庭院大農舍,宜蘭縣員山鄉深洲路,18.1年,其它,45.05,45.05,7房5廳8衛,1樓/0樓,無車位,4,WS28954HB,2025-09-25 03:58:17
羅東轉運站4房挑高華廈,宜蘭縣羅東鎮光榮路,29.0年,大樓,26.45,19.81,4房2廳2衛,11樓/12樓,無車位,698,WS29361HB,2025-09-25 03:58:17
正市中心溫馨漂亮兩房C025,宜蘭縣宜蘭市XX,42.1年,公寓,25.37,23.77,2房2廳2衛,5樓/5樓,無車位,538,WS38641HB,2025-09-25 03:58:17
礁溪凱悅高樓景觀套房,宜蘭縣礁溪鄉仁愛路,10.8年,大樓,24.67,14.11,1房1廳1衛,14樓/24樓,無車位,980,WS49401HB,2025-09-25 03:58:17
IZ9北津路大土地黃金透天,宜蘭縣宜蘭市北津路,35.5年,別墅/透天,140.57,140.57,5房5廳6衛,1-4樓/4樓,無車位,2,WS50895HB,2025-09-25 03:58:17
宜蘭高鐵特定區重劃農地,宜蘭縣宜蘭市振興三段,,土地,659.09,,,0樓/0樓,無車位,8,CS173564HB,2025-09-25 03:58:17
近宜蘭火車站，夜市裝潢透天,宜蘭縣宜蘭市- -路,47.4年,別墅/透天,21.52,21.52,3房2廳2衛,1-2樓/2樓,無車位,1,OS202294HB,2025-09-25 03:58:26
安農溪畔·田園靜謐農舍,宜蘭縣三星鄉行健五路,16.7年,其它,78.78,75.27,6房3廳4衛,1-3樓/3樓,無車位,2,XS131724HB,2025-09-25 03:58:26
礁溪凱二渡假美屋,宜蘭縣礁溪鄉大忠路,19.0年,大樓,21.39,13.25,1房1廳1衛,3樓/14樓,無車位,698,XS132476HB,2025-09-25 03:58:26
近羅東精裝大農舍,宜蘭縣五結鄉仁愛路二段,3.2年,其它,73.92,73.92,4房3廳5衛,1-3樓/0樓,無車位,4,XS135538HB,2025-09-25 03:58:26
礁溪柴圍收租餐廳E001,宜蘭縣礁溪鄉白鵝段,,土地,406.61,,,0樓/0樓,無車位,3,XS136027HB,2025-09-25 03:58:26
連大花園新城透天,宜蘭縣宜蘭市女中路三段,17.5年,別墅/透天,87.59,79.24,6房3廳5衛,-1-4樓/0樓,無車位,1,XS136841HB,2025-09-25 03:58:26
湯圍溝礁溪老街四房公寓,宜蘭縣礁溪鄉湯圍街,47.9年,公寓,20.19,20.19,4房1廳1衛,3樓/0樓,無車位,598,XS137155HB,2025-09-25 03:58:26
羅東三房+平面車位,宜蘭縣羅東鎮南盟路,31.5年,華廈,37.72,25.97,3房2廳2衛,3樓/5樓,其他,688,XS137328HB,2025-09-25 03:58:26
頭城打卡景點建地持分,宜蘭縣頭城鎮頭圍一段,,土地,29.08,,,0樓/0樓,無車位,1,XS138535HB,2025-09-25 03:58:26
優勝美地景觀3房附車位,宜蘭縣五結鄉利澤西路,30.0年,大樓,29.56,20.22,3房2廳1衛,11樓/12樓,坡道平面車位,490,ZS182966HB,2025-09-25 03:58:26
礁溪溫泉區公主套房,宜蘭縣礁溪鄉和平路,18.3年,華廈,13.76,9.14,1房1衛,3樓/7樓,無車位,428,WB00799GH,2025-09-25 03:58:26
北成國小旁大地坪店住,宜蘭縣羅東鎮中山路四段,52.8年,店面,48.55,48.55,3衛,1-2樓/0樓,無車位,1,WB00848GH,2025-09-25 03:58:26
羅東蛋黃區超稀有一樓華廈,宜蘭縣羅東鎮樹人路,27.0年,華廈,33.71,24.21,3房2廳2衛,1樓/6樓,無車位,980,WS31076HB,2025-09-25 03:58:26
三星尚義角窗極美農地,宜蘭縣三星鄉尚健二路,,土地,1122.97,,,0樓/0樓,無車位,1,WS34548HB,2025-09-25 03:58:26
"宜蘭大地坪甲建,適景觀餐廳",宜蘭縣三星鄉尚健三路二段,54.2年,其它,18.12,18.12,,1樓/1樓,無車位,1,WS34650HB,2025-09-25 03:58:26
