標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
花蓮面寬方正農地,花蓮縣吉安鄉永興二街,,土地,909.02,,,,無車位,800,4154VR,2025-10-02 17:03:38
鳳林清幽方正土地１,花蓮縣鳳林鎮永康路,,土地,791.42,,,0樓/0樓,無車位,1,0526US,2025-10-02 17:03:38
鳳林清幽方正土地２,花蓮縣鳳林鎮永康路,,土地,801.23,,,0樓/0樓,無車位,1,8478BP,2025-10-02 17:03:38
我是花蓮人！美崙文教透店,花蓮縣花蓮市化道路,18.6年,透天,96.32,87.75,5房2廳5.5衛,1-4樓/4樓,無車位,2,2241MY,2025-10-02 17:03:38
新成屋紐約兩房,花蓮縣花蓮市中央路四段,2.5年,華廈,32.38,23.03,2房2廳2衛,5樓/5樓,無車位,1,8285MT,2025-10-02 17:03:38
花蓮稀有丁建,花蓮縣吉安鄉南海三街,11.4年,倉庫,435.6,435.6,1衛,1-1樓/1樓,無車位,12,7251JH,2025-10-02 17:03:38
花蓮自強路邊間店面,花蓮縣吉安鄉自強路,30.2年,店面,85.55,78.1,5房2廳4衛,1-4樓/4樓,無車位,2,WS24143HB,2025-10-02 17:03:38
花蓮自強路店面,花蓮縣吉安鄉自強路,30.2年,店面,87.77,82.25,5房2廳4衛,1-4樓/4樓,無車位,1,WS24145HB,2025-10-02 17:03:38
壽豐車站臨路農地,花蓮縣壽豐鄉吉利,,土地,112.68,,,0樓/0樓,無車位,408,OS212431HB,2025-10-02 17:03:38
壽豐都內美田農地,花蓮縣壽豐鄉忠孝段,,土地,887.3,,,0樓/0樓,無車位,603,XS129981HB,2025-10-02 17:03:38
【專】花蓮太巴塱低總價農地,花蓮縣光復鄉富田一街,,土地,2036.6,,,0樓/0樓,無車位,398,CB16725GH,2025-10-02 17:03:38
市區全新華廈,花蓮縣花蓮市國興三街,2.8年,其它,31.95,17.42,2房2廳2衛,5樓/8樓,無車位,1,XS119758HB,2025-10-02 17:03:38
吉安三房華廈,花蓮縣吉安鄉慈惠二街,32.9年,其它,36.87,26.95,3房2廳2衛,5樓/5樓,無車位,732,XS126544HB,2025-10-02 17:03:38
太昌路透天,花蓮縣吉安鄉太昌路,48.0年,其它,37.79,37.79,3房2廳2衛,1-2樓/2樓,無車位,588,XS135900HB,2025-10-02 17:03:38
花蓮臨路依山傍水農地,花蓮縣吉安鄉初音段,,土地,1521.28,,,0樓/0樓,無車位,1,XS137272HB,2025-10-02 17:03:38
鹽寮海景第一排農地A,花蓮縣壽豐鄉東明段,,土地,91.96,,,0樓/0樓,無車位,388,XS138462HB,2025-10-02 17:03:38
花蓮市郊土地,花蓮縣吉安鄉慶南四街,,土地,3392.84,,,0樓/0樓,無車位,15,WS25501HB,2025-10-02 17:03:38
國富大地坪收租十套透天,花蓮縣花蓮市國富二街,40.9年,別墅/透天,48.15,44.29,10房10衛,1-2樓/0樓,無車位,1,XS81760HB,2025-10-02 17:03:38
玉里近85度C建地,花蓮縣玉里鎮中山路一段,,土地,42.05,,,0樓/0樓,無車位,630,XS124039HB,2025-10-02 17:03:38
吉安山嵐悠靜全新車庫別墅1,花蓮縣吉安鄉慶豐十五街,1.8年,別墅/透天,52.22,47.17,3房2廳4衛,1-3樓/0樓,無車位,1,XS126660HB,2025-10-02 17:03:47
富里鄉山坡保育區農牧用地,花蓮縣富里鄉慶光路,,土地,1426.77,,,0樓/0樓,無車位,496,XS128707HB,2025-10-02 17:03:47
市中心平房,花蓮縣花蓮市上海街,64.8年,其它,14.02,14.02,,1樓/1樓,無車位,750,XS132607HB,2025-10-02 17:03:47
美崙師院收租17套房,花蓮縣花蓮市華德街,22.2年,其它,102.9,95.22,17房17衛,1-4樓/4樓,無車位,1,XS134072HB,2025-10-02 17:03:47
23725吉安農地附稅籍屋,花蓮縣吉安鄉草芬段,,土地,892.52,,,0樓/0樓,無車位,2,XS135430HB,2025-10-02 17:03:47
吉安小農地,花蓮縣吉安鄉稻園段,,土地,503.37,,,0樓/0樓,無車位,890,XS137904HB,2025-10-02 17:03:47
吉安美糧昌美農地,花蓮縣吉安鄉仁愛段,,土地,3794.67,,,0樓/0樓,無車位,6,XS138836HB,2025-10-02 17:03:47
太昌電梯美農舍,花蓮縣吉安鄉北安街,15.9年,其它,109.79,81.99,7房3廳9衛,1-4樓/4樓,無車位,4,XS107918HB,2025-10-02 17:03:47
吉安臨住宅區美農地,花蓮縣吉安鄉太昌路,,土地,238.98,,,0樓/0樓,無車位,927,XS126016HB,2025-10-02 17:03:47
前站全新整理3房華廈,花蓮縣花蓮市國盛一街,40.2年,華廈,32.43,23.44,3房2廳3衛,2樓/0樓,無車位,798,XS127599HB,2025-10-02 17:03:47
轉運站3房華廈,花蓮縣花蓮市國盛一街,40.2年,其它,32.43,24.81,3房2廳2衛,4樓/7樓,無車位,558,XS131596HB,2025-10-02 17:03:47
富里-建地,花蓮縣富里鄉和平街,14.0年,土地,82.57,82.57,,0樓/0樓,無車位,550,XS133456HB,2025-10-02 17:03:47
獨家-榮正街稀有三房透天,花蓮縣花蓮市榮正街,52.2年,別墅/透天,29.48,29.48,3房2廳2衛,1-2樓/0樓,無車位,868,XS134744HB,2025-10-02 17:03:47
美崙美奐健康宅,花蓮縣花蓮市府前路,40.7年,公寓,31.38,23.85,3房2廳2衛,5樓/5樓,無車位,558,XS135880HB,2025-10-02 17:03:47
慈濟商圈近超商店面,花蓮縣花蓮市莊敬路,30.3年,其它,86.8,76.53,3房5廳4衛,1-4樓/4樓,無車位,1,XS137878HB,2025-10-02 17:03:47
景美加灣鄰台九線方正大面寬農地,花蓮縣新城鄉山廣段,,土地,952.57,,,0樓/0樓,無車位,1,XS138148HB,2025-10-02 17:03:47
玉里忠孝新整理透天,花蓮縣玉里鎮忠孝二街,45.3年,其它,18.88,18.88,3房2廳2衛,1-2樓/2樓,無車位,528,XS138440HB,2025-10-02 17:03:47
花蓮海景360頌讚主恩景觀美屋,花蓮縣花蓮市中美路,30.3年,華廈,53.69,37.3,3房2廳2衛,10樓/10樓,無車位,1,ZB05785GH,2025-10-02 17:03:47
壽豐大地坪建地,花蓮縣壽豐鄉光榮段,,土地,258.56,,,0樓/0樓,無車位,1,CS175696HB,2025-10-02 17:03:47
花蓮米香平坦景觀農地,花蓮縣富里鄉中興段,,土地,3309.96,,,0樓/0樓,無車位,850,MS137666HB,2025-10-02 17:03:47
中原路店住,花蓮縣吉安鄉中原路一段,27.6年,其它,80.03,64.5,5房2廳4衛,1-5樓/5樓,無車位,1,XS125920HB,2025-10-02 17:03:55
吉安福興都內鄰路角地,花蓮縣吉安鄉福吉段,,土地,979.76,,,0樓/0樓,無車位,1,XS136593HB,2025-10-02 17:03:55
花蓮瑞穗大地坪度假民宿,花蓮縣瑞穗鄉五福路,10.6年,別墅/透天,3040.13,147.14,18房18廳18衛,1-2樓/2樓,無車位,12,TB07485GH,2025-10-02 17:03:55
豐坪大面寬方正角地_獨賣,花蓮縣壽豐鄉豐坪路一段,,土地,1585.27,,,0樓/0樓,無車位,1,XS114355HB,2025-10-02 17:03:55
大坪數農舍,花蓮縣壽豐鄉吳全,31.7年,其它,74.29,67.5,5房2廳2衛,1-2樓/2樓,無車位,1,XS125749HB,2025-10-02 17:03:55
米棧休閒景色山坡地,花蓮縣壽豐鄉草鼻段,,土地,889.11,,,0樓/0樓,無車位,200,XS130119HB,2025-10-02 17:03:55
專.北埔旁面寬六米別墅,花蓮縣新城鄉大華街,44.2年,別墅/透天,29.72,29.72,4房3廳5衛,1-2樓/0樓,無車位,830,ZS193329HB,2025-10-02 17:03:55
花蓮太魯閣重劃民宿用地,花蓮縣新城鄉七星街,,土地,760,,,0樓/0樓,無車位,1,RB03659GH,2025-10-02 17:03:55
壽豐大湖腳農地,花蓮縣壽豐鄉大湖角,,土地,331.54,,,0樓/0樓,無車位,398,XS134721HB,2025-10-02 17:03:55
吉安方正美景農舍,花蓮縣吉安鄉永昌街,41.5年,其它,50.74,50.74,2廳1衛,1樓/1樓,無車位,3,XS135516HB,2025-10-02 17:03:55
吉安双棟合法農舍,花蓮縣吉安鄉華城七街,40.6年,其它,154.04,143.17,11房3廳6衛,1-2樓/2樓,無車位,1,XS135542HB,2025-10-02 17:03:55
新城台九線上方正農地,花蓮縣新城鄉嘉平段,,土地,769.56,,,0樓/0樓,無車位,7,XS136206HB,2025-10-02 17:03:55
吉安方正美景農地C,花蓮縣吉安鄉太昌段,,土地,80.16,,,0樓/0樓,無車位,375,XS136282HB,2025-10-02 17:03:55
壽豐低價臨路農地,花蓮縣壽豐鄉豐東段,,土地,360.28,,,0樓/0樓,無車位,234,XS136577HB,2025-10-02 17:03:55
專任鳳林大地坪邊間孝親4房透天,花蓮縣鳳林鎮大仁路,39.1年,其它,30.11,30.11,4房2廳2衛,1-2樓/2樓,無車位,348,XS137060HB,2025-10-02 17:03:55
吉安美田小台東低價農地,花蓮縣吉安鄉廣賢段,,土地,1512.5,,,0樓/0樓,無車位,983,XS137281HB,2025-10-02 17:03:55
309海景花蓮景觀休閒農地,花蓮縣壽豐鄉鹽寮,,土地,13817.4,,,0樓/0樓,無車位,6,QS24705HB,2025-10-02 17:03:55
吉安1&2樓華廈,花蓮縣吉安鄉文化五街,31.8年,其它,31.59,22.58,3房2廳3衛,1-2樓/7樓,無車位,738,XS126983HB,2025-10-02 17:03:55
永泰金~瑾禾別墅,花蓮縣吉安鄉吉豐路三段,0.9年,別墅/透天,59.58,55.01,4房2廳5衛,1-3樓/3樓,無車位,1,XS128890HB,2025-10-02 17:03:55
慶悠居苑,花蓮縣吉安鄉慶北二街,0.6年,別墅/透天,49.31,49.31,4房2廳6衛,1-4樓/4樓,無車位,1,XS131888HB,2025-10-02 17:03:55
壽豐正市區方正建地,花蓮縣壽豐鄉壽豐路一段,,土地,42.83,,,0樓/0樓,無車位,560,XS132502HB,2025-10-02 17:04:03
美崙球崙公園3房平面車位,花蓮縣花蓮市化道路,31.5年,其它,39.33,22.46,3房2廳2衛,10樓/10樓,其他,867,XS133424HB,2025-10-02 17:04:03
吉安七腳川溪旁原保建地,花蓮縣吉安鄉吉祥五街,,土地,60.5,,,0樓/0樓,無車位,498,XS133657HB,2025-10-02 17:04:03
玉里-巷內老宅,花蓮縣玉里鎮樂園街,48.6年,別墅/透天,19.36,19.36,4房1廳3衛,1-2樓/0樓,無車位,520,XS134246HB,2025-10-02 17:04:03
23785吉安方正美景農地G,花蓮縣吉安鄉太昌段,,土地,94.99,,,0樓/0樓,無車位,425,XS136268HB,2025-10-02 17:04:03
美崙全新風貌3房,花蓮縣花蓮市球崙二路,28.1年,其它,27.6,18.01,3房1廳2衛,5樓/6樓,無車位,698,XS137478HB,2025-10-02 17:04:03
市區三角窗店面,花蓮縣花蓮市中正路,60.1年,店面,29.67,29.67,1衛,1樓/1樓,無車位,2,XS138612HB,2025-10-02 17:04:03
花蓮銀海軒恩典海景美屋,花蓮縣花蓮市民德四街,32.9年,華廈,46.77,33.68,2房2廳2衛,7樓/0樓,無車位,1,ZB05787GH,2025-10-02 17:04:03
市區博愛街邊間透天,花蓮縣花蓮市博愛街,46.5年,別墅/透天,33.14,33.14,4房2廳4衛,1-3樓/3樓,無車位,1,XS105403HB,2025-10-02 17:04:03
稀有壽豐平和國小雙面臨路大建地,花蓮縣壽豐鄉路內段,,土地,173.89,,,0樓/0樓,無車位,834,XS135061HB,2025-10-02 17:04:03
花蓮東華大學11間套房收租透天,花蓮縣壽豐鄉中正路,32.8年,其它,56.79,51.75,11房11衛,1-2樓/2樓,無車位,1,XS135221HB,2025-10-02 17:04:03
北林鄉村平坦建地,花蓮縣鳳林鎮北林段,,土地,417.2,,,0樓/0樓,無車位,1,XS135927HB,2025-10-02 17:04:03
瑞穗近虎爺庭院宅邸,花蓮縣瑞穗鄉祥北路二段,45.1年,別墅/透天,23.29,23.29,3房2廳2衛,1樓/1樓,無車位,1,XS137330HB,2025-10-02 17:04:03
23164新城近海低總價方正林路都內農地,花蓮縣新城鄉興海段,,土地,108.25,,,0樓/0樓,無車位,158,XS137427HB,2025-10-02 17:04:03
花蓮壽豐鐵道農舍古典葳美莊園A,花蓮縣壽豐鄉豐裡一街,8.2年,其它,163.69,163.69,3房2廳2衛,1-3樓/3樓,其他,3,MS136049HB,2025-10-02 17:04:03
23024祥睿御品Ⅱ,花蓮縣吉安鄉太昌段,,土地,82.89,15.85,3房2廳1衛,2樓/5樓,無車位,598,XS122891HB,2025-10-02 17:04:03
S768北濱街商業區店面,花蓮縣花蓮市北濱街,6.8年,公寓,133.39,133.39,,1-2樓/2樓,無車位,13,ZS149652HB,2025-10-02 17:04:03
玉里長良全新平房(大地坪),花蓮縣玉里鎮長良,,土地,125.24,,,0樓/0樓,無車位,850,XS124482HB,2025-10-02 17:04:03
13912壽豐農墾夢田,花蓮縣壽豐鄉壽農段,,土地,1443.09,,,0樓/0樓,無車位,1,XS136017HB,2025-10-02 17:04:03
新城漫波海灘都內農地,花蓮縣新城鄉興海段,,土地,800,,,0樓/0樓,無車位,1,XS138747HB,2025-10-02 17:04:03
花蓮秀林鄉海景農地,花蓮縣秀林鄉下崇德段,,土地,540.69,,,0樓/0樓,無車位,468,JB06510GH,2025-10-02 17:04:10
花蓮光復靜心農舍,花蓮縣光復鄉富田二街,10.5年,其它,65.27,60.78,4房3廳3衛,1-2樓/2樓,無車位,2,AS128411HB,2025-10-02 17:04:10
花蓮千坪開心農場,花蓮縣鳳林鎮水車段,,土地,1177.73,,,0樓/0樓,無車位,800,LS137208HB,2025-10-02 17:04:10
自強路邊間店住,花蓮縣吉安鄉自強路,30.2年,店面,85.55,78.1,5房7廳4衛,1-4樓/0樓,無車位,2,XS116495HB,2025-10-02 17:04:10
瑞穗邊間原味屋,花蓮縣瑞穗鄉溫泉路一段,43.8年,其它,39.61,39.61,1房1廳2衛,1-2樓/2樓,無車位,460,XS127255HB,2025-10-02 17:04:10
壽豐都內美農地,花蓮縣壽豐鄉四區,,土地,279.74,,,0樓/0樓,無車位,238,XS127689HB,2025-10-02 17:04:10
新城透天,花蓮縣新城鄉康樂一街,36.5年,其它,36.84,35.04,3房2廳3衛,1-2樓/2樓,無車位,1,XS128604HB,2025-10-02 17:04:10
吉安光華雙面路農地,花蓮縣吉安鄉光英段,,土地,1061.07,,,0樓/0樓,無車位,1,XS130191HB,2025-10-02 17:04:10
面寬電梯六房別墅,花蓮縣吉安鄉自立二街,17.5年,別墅/透天,102.34,94.36,6房2廳7衛,1樓/4樓,其他,3,XS130720HB,2025-10-02 17:04:10
瑞穗溫泉段農地,花蓮縣瑞穗鄉溫泉段,,土地,1120.83,,,0樓/0樓,無車位,1,XS134287HB,2025-10-02 17:04:10
南華雙面路大地坪雙車位面寬平房,花蓮縣吉安鄉南華六街,50.7年,其它,14.96,14.96,2房2廳1衛,1樓/1樓,無車位,790,XS136580HB,2025-10-02 17:04:10
豐村有水電方正足坪,花蓮縣花蓮市四維,,土地,756.25,,,0樓/0樓,無車位,1,XS136992HB,2025-10-02 17:04:10
鳳林方正雙面路農地,花蓮縣鳳林鎮永豐路,,土地,2912.47,,,0樓/0樓,無車位,2,XS132374HB,2025-10-02 17:04:10
壽豐台9線旁豐田優質地形漂亮,花蓮縣壽豐鄉壽農段,,土地,707.86,,,0樓/0樓,無車位,758,XS132398HB,2025-10-02 17:04:10
南埔二房華廈,花蓮縣吉安鄉南埔十二街,30.5年,其它,26.55,16.27,2房2廳1衛,3樓/6樓,無車位,558,XS134054HB,2025-10-02 17:04:10
秀林國中低總價方正都內原保農地,花蓮縣秀林鄉德布克段,,土地,813.36,,,0樓/0樓,無車位,348,XS135886HB,2025-10-02 17:04:10
七腳川溪雙面臨8米路大面寬建地,花蓮縣吉安鄉宜昌段,,土地,73.51,,,0樓/0樓,無車位,1,XS136066HB,2025-10-02 17:04:10
瑞穗中山透天店面屋,花蓮縣瑞穗鄉中山路二段,31.3年,別墅/透天,72.94,66.01,5房1廳3衛,1-2樓/0樓,無車位,850,XS138496HB,2025-10-02 17:04:10
花蓮壽豐鐵道農舍古典葳美莊園B,花蓮縣壽豐鄉豐裡一街,8.0年,其它,148.06,148.06,4房2廳2衛,1-4樓/4樓,其他,5,MS136056HB,2025-10-02 17:04:10
花東海天一色美店住,花蓮縣壽豐鄉大坑,21.3年,店面,54.72,48.94,7房2廳7衛,1-3樓/3樓,無車位,1,XS130507HB,2025-10-02 17:04:10
壽豐水璉透天,花蓮縣壽豐鄉水璉二街,50.8年,其它,23.31,23.31,4房2廳5衛,1樓/1樓,無車位,499,XS131937HB,2025-10-02 17:04:19
市區中華路低總價4房透天,花蓮縣花蓮市中華路,52.5年,其它,28.83,28.83,4房2廳2衛,1-2樓/2樓,無車位,688,XS136012HB,2025-10-02 17:04:19
吉安全新整理3房華廈,花蓮縣吉安鄉昌隆三街,31.8年,華廈,40.36,23.84,3房2廳2衛,5樓/0樓,其他,838,XS127609HB,2025-10-02 17:04:19
美崙電梯別墅,花蓮縣花蓮市華興街,0.5年,大樓,75,69.4,4房3廳5衛,1-4樓/4樓,無車位,1,XS133077HB,2025-10-02 17:04:19
北埔雙店面花園別墅,花蓮縣新城鄉嘉里三街,20.0年,其它,50.84,49.78,4房2廳4衛,1-3樓/3樓,無車位,1,XS137325HB,2025-10-02 17:04:19
志學省道旁建地,花蓮縣壽豐鄉志新段,,土地,142.31,,,0樓/0樓,無車位,1,XS138452HB,2025-10-02 17:04:19
壽豐忠孝都內臨七米路農地,花蓮縣壽豐鄉忠孝,,土地,587.05,,,0樓/0樓,無車位,468,ZS193959HB,2025-10-02 17:04:19
花蓮玉長公路森林農地,花蓮縣富里鄉大里段,,土地,13674.82,,,0樓/0樓,無車位,1,ES63064HB,2025-10-02 17:04:19
中正路店面,花蓮縣花蓮市中正路,53.5年,其它,22.1,22.1,1廳1衛,1樓/1樓,無車位,1,XS125976HB,2025-10-02 17:04:19
吉安有水有電農地E,花蓮縣吉安鄉太昌段,,土地,107.99,,,0樓/0樓,無車位,498,XS130430HB,2025-10-02 17:04:19
壽豐小坪數農地,花蓮縣壽豐鄉榮光段,,土地,488.58,,,0樓/0樓,無車位,366,XS133815HB,2025-10-02 17:04:19
花蓮市熱銷3房,花蓮縣花蓮市明心街,28.7年,其它,32.22,20.63,3房2廳2衛,5樓/7樓,無車位,687,XS134008HB,2025-10-02 17:04:19
花東縱谷觀光景觀農地之2,花蓮縣光復鄉大興段,,土地,800.14,,,0樓/0樓,無車位,320,YS189696HB,2025-10-02 17:04:19
市區3房華廈,花蓮縣花蓮市國盛一街,40.2年,其它,32.43,23.44,3房2廳2衛,2樓/7樓,無車位,698,XS125038HB,2025-10-02 17:04:19
台開公園旁溫馨工業宅,花蓮縣吉安鄉華工六路,15.9年,其它,60.11,52.04,3房2廳5衛,1-3樓/3樓,無車位,1,XS133243HB,2025-10-02 17:04:19
情定愛琴海華廈,花蓮縣花蓮市國民八街,35.9年,華廈,15.15,11.71,3房1廳1衛,1樓/0樓,無車位,690,XS134042HB,2025-10-02 17:04:19
新城台九線店住,花蓮縣新城鄉光復路,27.8年,其它,57.38,52.67,6房2廳6衛,1-4樓/4樓,無車位,1,XS134344HB,2025-10-02 17:04:19
百坪建地全新別墅,花蓮縣壽豐鄉壽豐路二段,2.6年,別墅/透天,66.88,66.88,3房2廳3衛,1樓/1樓,無車位,1,XS137472HB,2025-10-02 17:04:19
吉安有管理大套房,花蓮縣吉安鄉中山路一段,31.2年,其它,17.28,12.45,1房1廳1衛,7樓/9樓,無車位,488,XS126317HB,2025-10-02 17:04:19
#慈濟小筆農地2,花蓮縣花蓮市中山路一段,,土地,170.8,,,0樓/0樓,無車位,508,XS128307HB,2025-10-02 17:04:19
大坪數收租店住,花蓮縣花蓮市國興五街,30.9年,其它,205.69,187.97,12房7廳9衛,1-4樓/4樓,無車位,5,XS105193HB,2025-10-02 17:04:27
台九線雙面路方正面寬農地有水電,花蓮縣新城鄉順安段,,土地,282.04,,,0樓/0樓,無車位,650,XS137561HB,2025-10-02 17:04:27
壽豐萬富段平坦農地,花蓮縣壽豐鄉豐坪路三段,,土地,3784.48,,,0樓/0樓,無車位,4,XS104652HB,2025-10-02 17:04:27
轉運站獨棟美墅,花蓮縣花蓮市中山路,9.6年,別墅/透天,63.27,59.36,5房2廳6衛,1-4樓/4樓,無車位,1,XS112824HB,2025-10-02 17:04:27
站前商業區燙金店面,花蓮縣花蓮市國民八街,6.0年,其它,48.85,25.32,2衛,1樓/12樓,其他,2,XS114703HB,2025-10-02 17:04:27
北埔全新整理透天,花蓮縣新城鄉華興街,45.2年,別墅/透天,21.56,21.56,2房2廳2衛,1-2樓/0樓,無車位,750,XS126045HB,2025-10-02 17:04:27
中山路精華建地,花蓮縣花蓮市富國段,,土地,97.41,,,0樓/0樓,無車位,9,XS135504HB,2025-10-02 17:04:27
23760豐山懷舊建地,花蓮縣壽豐鄉壽農段,,土地,335.47,,,0樓/0樓,無車位,1,XS135808HB,2025-10-02 17:04:27
北濱熱銷住宅,花蓮縣花蓮市北濱街,62.0年,其它,12.7,12.7,3房2廳2衛,1樓/1樓,無車位,680,XS137876HB,2025-10-02 17:04:27
壽豐豐坪足坪農地,花蓮縣壽豐鄉豐坪路三段,,土地,789.13,,,0樓/0樓,無車位,774,XS103299HB,2025-10-02 17:04:27
花蓮市建地,花蓮縣花蓮市自強段,,土地,113.14,,,0樓/0樓,無車位,3,XS129014HB,2025-10-02 17:04:27
花蓮市區全新整理套房透天,花蓮縣花蓮市延平街,51.3年,其它,38.65,38.65,7房7衛,1-2樓/2樓,無車位,2,XS132680HB,2025-10-02 17:04:27
上美崙古色古香別墅,花蓮縣花蓮市民德四街,40.7年,別墅/透天,49.65,49.65,5房2廳2衛,1-2樓/2樓,無車位,1,XS134823HB,2025-10-02 17:04:27
富里台九線旁豪華農居,花蓮縣富里鄉朝寧,26.6年,別墅/透天,148.31,142.7,8房4廳7衛,1-2樓/2樓,無車位,2,XS137887HB,2025-10-02 17:04:27
吉安鄉乙種工業建地/道路用地,花蓮縣吉安鄉吉興段,,土地,1042.88,,,0樓/0樓,無車位,5,XS138516HB,2025-10-02 17:04:27
舞鶴東山坡地,花蓮縣瑞穗鄉舞鶴東段,,土地,666.79,,,0樓/0樓,無車位,280,XS100646HB,2025-10-02 17:04:27
吉安別墅,花蓮縣吉安鄉吉興三街,31.9年,別墅/透天,38.21,36.22,4房2廳3衛,1-3樓/3樓,無車位,990,XS119762HB,2025-10-02 17:04:27
花東日出太平洋電梯農舍,花蓮縣壽豐鄉福德,15.1年,其它,160.34,147.51,10房1廳11衛,1-3樓/3樓,無車位,6,XS130501HB,2025-10-02 17:04:27
新城佳林極稀有透天,花蓮縣新城鄉佳林,47.9年,別墅/透天,78.19,56.88,5房3廳1衛,1樓/1樓,無車位,2,XS132207HB,2025-10-02 17:04:27
壽豐東華新世紀含車位大公寓,花蓮縣壽豐鄉志學,26.4年,公寓,46.24,31.69,4房3廳2衛,4-5樓/5樓,一樓平面車位,465,XS132232HB,2025-10-02 17:04:27
北昌美華廈,花蓮縣花蓮市莊敬路,32.2年,其它,29.74,20.2,2房1廳1.5衛,3樓/7樓,無車位,768,XS133712HB,2025-10-02 17:04:36
景美加灣鄰台九線方正大面寬農地,花蓮縣新城鄉山廣段,,土地,1119.25,,,0樓/0樓,無車位,2,XS135818HB,2025-10-02 17:04:36
瑞穗溫泉區私+公有農地,花蓮縣瑞穗鄉南三路,,土地,2460.2,,,0樓/0樓,無車位,3,XS115534HB,2025-10-02 17:04:36
華工邊間面寬別墅,花蓮縣吉安鄉華工六路,20.9年,別墅/透天,61.36,59.97,5房2廳4衛,1-3樓/3樓,無車位,1,XS127134HB,2025-10-02 17:04:36
花蓮鳳林全新電梯別墅,花蓮縣鳳林鎮民治路,0.7年,別墅/透天,77.18,67.53,5房2廳6衛,1-4樓/0樓,無車位,1,XS130698HB,2025-10-02 17:04:36
吉安仁恥建地,花蓮縣吉安鄉仁恥段,,土地,117.98,,,0樓/0樓,無車位,2,XS134505HB,2025-10-02 17:04:36
