標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
衛武營商圈大面寬▲1+2樓店,高雄市鳳山區新康街,29.9年,華廈,117.1,99.23,4房3廳4衛,1-2樓/8樓,無車位,3,SS55806HB,2025-10-01 15:42:17
市政府商五大地坪面寬透天,高雄市苓雅區民權一路,59.2年,別墅/透天,22.97,22.97,4房2廳2衛,1-2樓/2樓,無車位,3,SS60390HB,2025-10-01 15:42:17
信義國小捷運車庫透天,高雄市新興區復橫一路,64.5年,別墅/透天,24.44,24.44,5房2廳4衛,1-3樓/3樓,其他,1,SS60718HB,2025-10-01 15:42:17
愛河捷運鹽埕埔套房,高雄市鹽埕區府北路,44.9年,大樓,7.95,6.65,1房1廳1衛,9樓/12樓,無車位,198,SS64946HB,2025-10-01 15:42:17
正興國小公寓車庫一樓,高雄市三民區正忠路,41.8年,公寓,19.41,19.41,2房2廳2衛,1樓/5樓,其他,998,SS65652HB,2025-10-01 15:42:17
美麗島捷運三角窗大面寬雙車別墅,高雄市新興區忠孝一路,36.9年,別墅/透天,98.54,98.54,6房3廳3衛,1-2樓/2樓,無車位,9,SS65667HB,2025-10-01 15:42:17
燕巢低總價透天,高雄市燕巢區大仁路,49.8年,別墅/透天,23.96,23.96,2房2廳2衛,1-2樓/2樓,無車位,598,KS164542HB,2025-10-01 15:42:17
岡山本洲工業區旁一般農業用地,高雄市岡山區山隙路,,土地,1493.18,,,0樓/0樓,無車位,3,KS168278HB,2025-10-01 15:42:17
近中都濕地公園等修理大地坪透天,高雄市三民區中庸街,45.8年,別墅/透天,49.38,49.38,4房2廳3衛,1-4樓/4樓,無車位,1,KS172220HB,2025-10-01 15:42:17
美術館景觀四房雙平車,高雄市鼓山區明誠四路,7.0年,大樓,100.34,59.45,4房2廳3衛,20樓/29樓,無車位,4,KS179324HB,2025-10-01 15:42:17
岡山前峰黃金店面,高雄市岡山區前峰路,78.0年,店面,28.19,28.19,3房2廳2衛,1-2樓/2樓,其他,1,KS180409HB,2025-10-01 15:42:17
旗山圓潭大面寬農地,高雄市旗山區潭子段二小段,,土地,793.16,,,0樓/0樓,無車位,1,KS180858HB,2025-10-01 15:42:27
文山特區景觀4房平車樓中樓,高雄市鳳山區文湖街,35.5年,大樓,78.08,58.71,4房2廳,9樓/13樓,坡道平面車位,2,KS180975HB,2025-10-01 15:42:27
高鐵商圈前後陽台三房車位,高雄市左營區華夏路,18.9年,大樓,38.82,25.84,3房2廳2衛,9樓/15樓,坡道機械車位,1,KS181574HB,2025-10-01 15:42:27
福山學區市景邊間4房車位,高雄市左營區民族一路,28.8年,大樓,45.13,31.94,4房2廳2衛,16樓/24樓,其他,1,KS181650HB,2025-10-01 15:42:27
橋頭國中/捷運站低總價三樓美寓,高雄市橋頭區成功路,33.7年,公寓,26.92,26.92,3房2廳2衛,3樓/4樓,無車位,598,KS184460HB,2025-10-01 15:42:27
亞灣一品花園4+1房雙平車,高雄市前鎮區中華五路,12.2年,大樓,132.05,78.3,4房2廳5衛,10樓/29樓,坡道平面車位,5,KS184715HB,2025-10-01 15:42:27
高鐵&榮總學區高樓邊間四房,高雄市左營區民族一路,27.2年,大樓,39.43,27.93,4房2廳2衛,13樓/14樓,無車位,908,KS185755HB,2025-10-01 15:42:27
高鐵特區溫馨二房,高雄市左營區重惠街,23.0年,大樓,25.48,17.98,2房2廳1衛,9樓/14樓,無車位,888,KS186323HB,2025-10-01 15:42:27
信義國小〈捷運站〉收租套房,高雄市新興區復興一路,45.3年,大樓,7.08,7.08,1房1衛,3樓/12樓,無車位,228,KS186401HB,2025-10-01 15:42:27
觀音國小大三房機械平移車位,高雄市大社區三民路,27.4年,華廈,38.5,26.46,3房2廳2衛,6樓/7樓,坡道機械車位,768,KS186579HB,2025-10-01 15:42:27
夢時代小邊間透天,高雄市前鎮區鎮東三街,57.3年,別墅/透天,26.85,26.85,,1-2樓/2樓,無車位,860,KS186774HB,2025-10-01 15:42:27
愛河畔質感2房,高雄市前金區河東路,1.2年,大樓,22.17,13.89,2房1廳1衛,22樓/32樓,無車位,886,KS187128HB,2025-10-01 15:42:27
高科大商圈時尚設計透店,高雄市三民區立志街,47.2年,店面,38.24,38.24,3房4廳3衛,1-3樓/3樓,無車位,2,KS187289HB,2025-10-01 15:42:27
高雄台積電楠梓科技園區三房平車,高雄市楠梓區金富街,0.3年,大樓,42.97,23.43,3房2廳2衛,4樓/15樓,坡道平面車位,1,KS187375HB,2025-10-01 15:42:27
仁武三車面寬精美車墅,高雄市仁武區名湖街,15.7年,別墅/透天,64.93,64.93,5房2廳3衛,1-4樓/4樓,無車位,2,LS127322HB,2025-10-01 15:42:27
鹽埕愛河公園電梯美寓,高雄市鹽埕區大有街,43.9年,公寓,26.1,21.21,2房2廳2衛,4樓/5樓,無車位,598,LS133506HB,2025-10-01 15:42:27
正義國小翻新三房美寓,高雄市鳳山區南江街,48.8年,公寓,18.98,18.98,3房2廳2衛,4樓/4樓,無車位,498,LS133639HB,2025-10-01 15:42:27
三井Outlet捷運翻新二樓寓,高雄市鳳山區新強路,40.6年,公寓,27.84,26.13,3房2廳2衛,2樓/5樓,無車位,738,LS134908HB,2025-10-01 15:42:27
文化中心翻新套房,高雄市苓雅區廣東一街,44.5年,公寓,6.15,6.15,1房1衛,4樓/5樓,無車位,298,LS135519HB,2025-10-01 15:42:27
三多商圈翻新四房公寓3樓,高雄市前鎮區台鋁南巷,52.8年,公寓,37.56,37.56,4房2廳2衛,3樓/4樓,無車位,838,LS136377HB,2025-10-01 15:42:27
林園全新2房+平車,高雄市林園區溪州三路,0.7年,公寓,25.67,15.08,2房2廳1衛,4樓/5樓,其他,698,LS137018HB,2025-10-01 15:42:36
鳳山瑞興國小騎樓透天,高雄市鳳山區瑞光街,36.9年,別墅/透天,49.82,49.82,3房2廳4衛,1-3樓/3樓,無車位,1,LS137071HB,2025-10-01 15:42:36
鳳山瑞興國小建地,高雄市鳳山區埤頂段,,土地,88.33,,,0樓/0樓,無車位,2,LS137115HB,2025-10-01 15:42:36
近88全新獨棟農地廠辦A,高雄市大寮區大寮段,,土地,72.38,,,0樓/0樓,無車位,926,LS137901HB,2025-10-01 15:42:36
近未來AI重鎮氣派面寬建地,高雄市苓雅區苓雅寮段,,土地,53.92,,,0樓/0樓,無車位,4,LS138775HB,2025-10-01 15:42:36
五塊厝捷運公寓3房1樓+夾層,高雄市苓雅區福安路,38.4年,公寓,15.47,10.36,3房2廳2衛,1樓/5樓,無車位,738,LS139710HB,2025-10-01 15:42:36
忠孝夜市靜巷透天,高雄市苓雅區忠孝二路,59.4年,別墅/透天,21.76,21.76,,1-2樓/2樓,無車位,798,LS139873HB,2025-10-01 15:42:36
鳳山長庚醫院經武正路鈔集金透店,高雄市鳳山區經武路,39.6年,店面,76.08,76.08,6房2廳4衛,1-5樓/5樓,無車位,2,LS140008HB,2025-10-01 15:42:36
鳳山火車站京站2房,高雄市鳳山區合作街,3.0年,大樓,25.54,16.36,2房2廳1衛,3樓/15樓,無車位,1,LS140029HB,2025-10-01 15:42:36
苓雅市場自強夜市賺錢店面,高雄市苓雅區苓洲段,54.1年,別墅/透天,66.2,66.2,6房2廳2衛,1-3樓/0樓,無車位,3,PS101453HB,2025-10-01 15:42:36
三多捷運蛋黃區明亮三房平車2,高雄市苓雅區三多三路,43.4年,大樓,65.81,30.75,3房2廳2衛,8樓/12樓,其他,1,PS108682HB,2025-10-01 15:42:36
瑞隆商圈低總價透天,高雄市前鎮區瑞北路,54.4年,別墅/透天,15.37,15.37,3房1廳1衛,1-2樓/2樓,無車位,650,PS111220HB,2025-10-01 15:42:36
陽明國中9米面寬店王,高雄市三民區義明街,33.1年,店面,115.67,107.87,,1-3樓/0樓,無車位,3,PS111505HB,2025-10-01 15:42:36
鳳山雙捷運大地坪精美透天,高雄市鳳山區鳳東路,36.3年,別墅/透天,58.43,55.25,5房3廳6衛,-1-4樓/4樓,無車位,2,PS116482HB,2025-10-01 15:42:36
內惟車站前鋒國宅整新３房,高雄市鼓山區九如四路,43.1年,大樓,19.05,19.05,3房2廳2衛,2樓/12樓,無車位,738,PS117351HB,2025-10-01 15:42:36
黃金面寬21米電梯收租7-11,高雄市苓雅區建國一路,16.1年,店面,148.32,148.32,5房3廳8衛,1-4樓/4樓,無車位,15,PS118083HB,2025-10-01 15:42:36
大東藝術中心1樓雙車美寓,高雄市鳳山區黃埔路,47.8年,公寓,23.09,23.09,4房2廳3衛,1樓/4樓,無車位,1,PS118914HB,2025-10-01 15:42:36
正漢民商圈悠靜雅寓,高雄市小港區安和街,42.5年,公寓,20.09,20.09,2房1廳1衛,4樓/5樓,無車位,298,PS119015HB,2025-10-01 15:42:36
金獅湖麗景公園大廈三房,高雄市三民區鼎新路,32.2年,大樓,36.21,28.04,3房2廳2衛,11樓/12樓,無車位,938,PS119326HB,2025-10-01 15:42:36
正義車站正街車庫透天,高雄市三民區鐵道街,47.8年,別墅/透天,21.34,21.34,5房2廳2衛,1-2樓/2樓,其他,1,PS119380HB,2025-10-01 15:42:36
二十米路旁二十米面寬農地,高雄市大樹區新溪埔段,,土地,1269.44,,,0樓/0樓,無車位,4,PS121476HB,2025-10-01 15:42:45
燕巢都內農地,高雄市燕巢區瓊西段,,土地,128.19,,,0樓/0樓,無車位,1,PS121555HB,2025-10-01 15:42:45
建工商圈透天,高雄市三民區大豐二路,56.0年,別墅/透天,20.03,20.03,4房2廳2衛,1-2樓/2樓,無車位,1,PS121630HB,2025-10-01 15:42:45
大立精品百貨旁角窗面寬五米店面,高雄市前金區五福三路,42.7年,辦公,47.53,47.53,1廳1衛,-1-1樓/12樓,無車位,2,PS121747HB,2025-10-01 15:42:45
建國國小翻新美2房(2),高雄市新興區新興段,42.7年,大樓,13.25,13.25,2房2廳1衛,7樓/13樓,無車位,498,PS121838HB,2025-10-01 15:42:45
小港宏平商圈新整修公寓4樓~2,高雄市小港區廠前路,45.2年,公寓,20.32,20.32,3房2廳2衛,4樓/5樓,無車位,398,PS122882HB,2025-10-01 15:42:45
國家盛宴毛胚屋四房,高雄市三民區大昌二路,15.8年,大樓,173.03,93.5,,3樓/22樓,坡道平面車位,3,YS187937HB,2025-10-01 15:42:45
快來買!買大地坪送三房兩廳平房,高雄市橋頭區里林東路,57.7年,別墅/透天,13.43,13.43,3房2廳,1樓/1樓,無車位,980,GB00742GH,2025-10-01 15:42:45
近高鐵八米路投資農地1488,高雄市阿蓮區高雄市石案潭段,,土地,1488.93,,,0樓/0樓,無車位,2,GB00768GH,2025-10-01 15:42:45
茄萣興達國小前金店,高雄市茄萣區民治路,29.8年,大樓,60.58,43.41,3房2廳3衛,1-3樓/17樓,坡道平面車位,598,HS86407HB,2025-10-01 15:42:45
建工小北百貨旁透店,高雄市三民區建工路,51.0年,別墅/透天,56.88,56.88,5房2廳3衛,-1-3樓/3樓,無車位,2,PB03687GH,2025-10-01 15:42:45
旗山低總價百坪土地,高雄市旗山區鼓山段,,土地,105.53,,,0樓/0樓,無車位,52,PB04338GH,2025-10-01 15:42:45
文山電梯收租三角窗店王,高雄市三民區文濱路,15.4年,店面,219.12,219.12,,1-5樓/5樓,無車位,12,PS79376HB,2025-10-01 15:42:45
左營巨蛋原屋況公寓,高雄市左營區高雄市,42.6年,公寓,22,22,3房2廳2衛,5樓/0樓,無車位,498,SB04269GH,2025-10-01 15:42:45
輕軌科工館站收租五套房,高雄市三民區有光路,46.4年,公寓,25.09,25.09,5房5衛,3樓/5樓,無車位,798,SS53945HB,2025-10-01 15:42:45
五甲鳳翔國小翻新車墅,高雄市鳳山區鳳南一路,41.0年,別墅/透天,34.96,34.96,4房2廳5衛,1-4樓/4樓,無車位,1,SS55422HB,2025-10-01 15:42:45
六龜新發特定目的事業用地,高雄市六龜區新發段,,土地,265.97,,,0樓/0樓,無車位,220,SS59794HB,2025-10-01 15:42:45
頂級巴洛克奢華1+1房平車,高雄市鳳山區鳳捷路,1.5年,大樓,26.11,13.52,1房1廳1衛,9樓/15樓,坡道平面車位,898,SS61081HB,2025-10-01 15:42:45
鳳山｜文山特區吸金店住,高雄市鳳山區青年路二段,44.3年,別墅/透天,64.13,64.13,8房5廳2衛,1-5樓/5樓,無車位,4,SS61941HB,2025-10-01 15:42:45
近高鐵台積電低價快完工透天,高雄市仁武區華園街,36.7年,別墅/透天,33.92,33.92,4房2廳3衛,-1-2樓/2樓,無車位,708,SS63258HB,2025-10-01 15:42:45
楠梓高大特區霸氣電梯雙車豪墅,高雄市楠梓區大學二十三街,12.7年,別墅/透天,121.7,101.8,5房2廳6衛,1-4樓/4樓,其他,6,SS63773HB,2025-10-01 15:42:55
巨蛋商圈翻新透天,高雄市左營區至真路,49.0年,別墅/透天,22.02,22.02,5房3廳5衛,1-2樓/2樓,無車位,1,SS65053HB,2025-10-01 15:42:55
近草衙道臨路大地坪邊間透天,高雄市前鎮區南衙路南二巷,52.9年,別墅/透天,23.17,23.17,3房2廳1衛,1-2樓/2樓,無車位,2,SS65905HB,2025-10-01 15:42:55
湖內中正路漂亮農地,高雄市湖內區圍子內段,,土地,689.7,,,0樓/0樓,無車位,3,FS195257HB,2025-10-01 15:42:55
凱旋三路，輕軌旁正路面巨鑫店住,高雄市苓雅區凱旋三路,29.4年,別墅/透天,100.48,100.48,8房4廳6衛,1-5樓/5樓,無車位,3,GS135028HB,2025-10-01 15:42:55
大南方新矽谷岡山賺錢厝,高雄市岡山區頂潭路,29.4年,別墅/透天,715.48,715.48,26房1廳15衛,1-4樓/4樓,其他,8,KS114391HB,2025-10-01 15:42:55
黃埔路投資好房,高雄市鳳山區黃埔路,42.4年,公寓,23.28,23.28,3房2廳2衛,2樓/5樓,無車位,698,KS165803HB,2025-10-01 15:42:55
六龜荖濃756坪度假農地,高雄市六龜區裕濃路,,土地,756.25,,,0樓/0樓,無車位,530,KS169504HB,2025-10-01 15:42:55
大樹九曲24米路邊合法農舍,高雄市大樹區竹寮路,32.3年,別墅/透天,154.92,139.16,12房8廳16衛,1-3樓/3樓,無車位,6,KS172886HB,2025-10-01 15:42:55
仁美超大地坪透天,高雄市鳥松區仁美路,23.3年,別墅/透天,34.09,34.09,4房2廳2衛,1-2樓/2樓,其他,1,KS173064HB,2025-10-01 15:42:55
岡山角窗商用店住,高雄市岡山區育樂巷,51.9年,店面,35.05,35.05,3衛,1-3樓/3樓,無車位,1,KS173325HB,2025-10-01 15:42:55
岡山農工都內農地,高雄市岡山區灣裡路,,土地,1925.24,,,0樓/0樓,無車位,13,KS175578HB,2025-10-01 15:42:55
五甲瑞隆商圈面寬透天美墅,高雄市前鎮區瑞崗一街,54.1年,別墅/透天,26.07,26.07,4房2廳3衛,1-2樓/0樓,無車位,988,KS176133HB,2025-10-01 15:42:55
★近三多商圈商二土地送透天,高雄市前鎮區林森三路,57.7年,別墅/透天,22.28,22.28,,1-2樓/2樓,無車位,1,KS177268HB,2025-10-01 15:42:55
文藻河堤商圈景觀優質四房,高雄市三民區高雄市鼎信街,30.9年,大樓,30.69,25.06,4房1廳2衛,10樓/14樓,無車位,888,KS179330HB,2025-10-01 15:42:55
德民商圈臨路收租店面,高雄市楠梓區德民路,24.1年,店面,75.12,67.84,5房2廳4衛,1-4樓/4樓,無車位,3,KS179372HB,2025-10-01 15:42:55
楠梓四季春邊間舒適兩房,高雄市楠梓區經建路,5.9年,大樓,25.36,15.03,3房1廳1衛,6樓/14樓,無車位,798,KS179883HB,2025-10-01 15:42:55
正忠路近高科大收租健身美寓,高雄市三民區正忠路,44.2年,公寓,15.76,15.76,5房2衛,4樓/5樓,無車位,498,KS180095HB,2025-10-01 15:42:55
美濃中興段臨路農地,高雄市美濃區中興段,,土地,786.5,,,0樓/0樓,無車位,1,KS180403HB,2025-10-01 15:42:55
陽明商圈可停車1+夾,高雄市三民區陽明路,44.7年,公寓,24.2,24.2,2房2廳3衛,1樓/5樓,無車位,968,KS182121HB,2025-10-01 15:42:55
楠梓高雄大學高投報收租公寓,高雄市楠梓區藍昌路,42.0年,公寓,22.9,19.26,4房4衛,5樓/5樓,無車位,498,KS182567HB,2025-10-01 15:43:03
文山特區景觀三房&平車,高雄市鳳山區建國路三段,30.2年,大樓,45.71,29.87,3房2廳2衛,22樓/25樓,其他,1,KS182589HB,2025-10-01 15:43:03
寶象藏三豐全新採光兩房平車,高雄市三民區大豐一路,0.9年,大樓,29.8,12.63,2房1廳1衛,5樓/15樓,坡道平面車位,1,KS182704HB,2025-10-01 15:43:03
悅讀天悅百萬裝潢三房平車,高雄市楠梓區大學二十街,7.4年,大樓,50.93,25.15,3房1廳2衛,18樓/23樓,坡道平面車位,1,KS183642HB,2025-10-01 15:43:03
大寮鳳屏全新廠房,高雄市大寮區翁公園段,,土地,83.49,,,0樓/0樓,無車位,1,KS184259HB,2025-10-01 15:43:03
國揚大學採光三房平車,高雄市三民區寶興路,28.5年,大樓,50.43,27.55,3房2廳2衛,4樓/14樓,坡道平面車位,1,KS185821HB,2025-10-01 15:43:03
美濃區公所漂亮農地-C區,高雄市美濃區中正路一段,,土地,110.27,,,0樓/0樓,無車位,330,LS105450HB,2025-10-01 15:43:03
林園王公廟段甲工,高雄市林園區廣應街,7.5年,土地,3133.9,,,1樓/0樓,無車位,56,LS116321HB,2025-10-01 15:43:03
五甲商圈捷運翻新美公寓,高雄市鳳山區自強二路,41.7年,公寓,21.48,21.48,3房2廳2衛,4樓/5樓,無車位,498,LS129613HB,2025-10-01 15:43:03
稀有文藻x鼎中商圈翻新車庫透天,高雄市三民區鼎中路,45.4年,別墅/透天,22.75,22.75,4房2廳4衛,1-2樓/2樓,其他,1,LS131138HB,2025-10-01 15:43:03
岡山農工透天厝,高雄市岡山區河華路,45.7年,別墅/透天,30.29,30.29,2房2廳2衛,1-2樓/2樓,無車位,1,LS132450HB,2025-10-01 15:43:03
文化中心陽台進出方正大三房車位,高雄市前鎮區和平二路,31.8年,華廈,45.97,32.85,3房2廳2衛,5樓/7樓,其他,1,LS133829HB,2025-10-01 15:43:03
武廟商圈三鐵共構全翻新雙套房,高雄市苓雅區意誠路,46.7年,公寓,19.19,19.19,2房2廳2衛,3樓/5樓,無車位,598,LS135930HB,2025-10-01 15:43:03
武廟商圈收租雙套房B,高雄市苓雅區意誠路,46.7年,公寓,19.2,19.2,2房2廳2衛,3樓/5樓,無車位,598,LS136052HB,2025-10-01 15:43:03
光華家樂福採光大樓大4房,高雄市前鎮區長江街,29.8年,大樓,50.78,36.49,4房2廳2衛,11樓/16樓,無車位,1,LS137384HB,2025-10-01 15:43:03
正興國小旁輕軌首排三房車位,高雄市三民區大順二路,29.1年,大樓,32.64,24.87,3房2廳2衛,6樓/13樓,坡道機械車位,936,LS138075HB,2025-10-01 15:43:03
稀有無公設四房，近輕軌搶先入住,高雄市前鎮區台鋁南巷,52.8年,公寓,37.56,37.56,4房2廳2衛,3樓/5樓,無車位,798,LS138120HB,2025-10-01 15:43:03
路竹北嶺農地,高雄市路竹區北嶺段,,土地,1301.61,,,0樓/0樓,無車位,6,LS138327HB,2025-10-01 15:43:03
文藻商圈採光翻新美寓,高雄市三民區鼎強街,46.8年,公寓,23.81,23.81,3房2廳2衛,4樓/5樓,無車位,528,LS138480HB,2025-10-01 15:43:03
高鐵榮總商圈全新3房平車,高雄市仁武區霞海東二街,0.8年,大樓,41.82,21.69,3房2廳2衛,1樓/15樓,坡道平面車位,1,LS139863HB,2025-10-01 15:43:03
熱河商圈透天店住,高雄市三民區自立一路,59.9年,店面,49.12,49.12,2房2廳2衛,1-2樓/2樓,無車位,2,LS140676HB,2025-10-01 15:43:13
新崛江翻新裝修美三房,高雄市新興區文化路,39.7年,華廈,31.6,23.76,3房2廳2衛,2樓/7樓,無車位,988,LS140907HB,2025-10-01 15:43:13
高雄市中心特商二土地+建物,高雄市苓雅區光耀里,56.4年,其它,231.26,231.26,,2樓/3樓,無車位,12,OS215607HB,2025-10-01 15:43:13
仁雄商圈黃金透店無淹水,高雄市仁武區仁雄路,32.8年,店面,48.35,46.68,5房2廳6衛,1-3樓/3樓,無車位,3,PS111892HB,2025-10-01 15:43:13
灣內國小雙店面,高雄市仁武區名湖街,15.8年,別墅/透天,66.96,64.66,4房1廳4衛,1-3樓/3樓,其他,3,PS113407HB,2025-10-01 15:43:13
衛武營雙捷運三層亮麗店面,高雄市苓雅區武營路,31.3年,大樓,51.78,36.92,3廳3衛,1-2樓/13樓,無車位,1,PS113708HB,2025-10-01 15:43:13
文化潤隆輕奢景觀二房,高雄市苓雅區三多二路,4.1年,大樓,26.5,16.37,2房1廳1衛,21樓/22樓,無車位,1,PS115808HB,2025-10-01 15:43:13
仁武八德大地坪面寬豪邸,高雄市仁武區八德北路,16.9年,別墅/透天,72.39,69.93,5房2廳4衛,1-4樓/4樓,其他,3,PS116794HB,2025-10-01 15:43:13
科工館正街上吃市公寓1+夾,高雄市三民區延吉街,41.0年,店面,17.1,13.06,3房2廳2衛,1樓/5樓,無車位,1,PS116841HB,2025-10-01 15:43:13
高醫建工商圈活巷透天,高雄市三民區民族巷,57.1年,別墅/透天,29.24,29.24,,1-2樓/2樓,無車位,880,PS118310HB,2025-10-01 15:43:13
大寮捷運站中正路透天金店,高雄市大寮區中正路,37.0年,別墅/透天,39.36,39.36,5房2廳3衛,1-3樓/3樓,無車位,1,PS119623HB,2025-10-01 15:43:13
仁武鳳仁路臨路都內農地,高雄市仁武區鳳仁路,,土地,165.66,,,0樓/0樓,無車位,2,PS120576HB,2025-10-01 15:43:13
武慶新甲二聖輕軌透天,高雄市鳳山區漢慶街,53.2年,別墅/透天,25.18,25.18,5房2廳3衛,1-2樓/2樓,無車位,1,PS120696HB,2025-10-01 15:43:13
建工商圈高樓景觀4房平車,高雄市三民區大福街,27.8年,大樓,58.18,25.1,4房2廳2衛,12樓/14樓,坡道平面車位,1,PS121872HB,2025-10-01 15:43:13
忠孝商圈低總價便宜透天,高雄市苓雅區忠孝二路,59.4年,別墅/透天,21.76,21.76,2廳1衛,1-2樓/2樓,無車位,798,PS121914HB,2025-10-01 15:43:13
文山特區敦王臻品4房平車,高雄市鳳山區文衡路,20.7年,大樓,56.55,36.67,4房2廳2衛,4樓/13樓,坡道平面車位,1,PS121990HB,2025-10-01 15:43:13
信義&五福學區近捷運透天,高雄市苓雅區黃海街,54.4年,別墅/透天,34.96,34.96,4房2廳5衛,1-3樓/0樓,無車位,1,LS96218HB,2025-10-01 15:43:13
灣區景觀挑高邊間角窗雙採,高雄市苓雅區成功一路,32.5年,辦公,92.85,54.62,,19樓/20樓,其他,1,PS61170HB,2025-10-01 15:43:13
圓山特區建地,高雄市鳥松區山腳路,,土地,47.8,,,0樓/0樓,無車位,1,PS74024HB,2025-10-01 15:43:13
信義五福學區518萬買學區房,高雄市新興區七賢一路,31.0年,大樓,15.46,11.23,2房2廳1衛,8樓/12樓,無車位,518,SS58148HB,2025-10-01 15:43:13
果貿商圈｜三房雙平車｜獨家專約,高雄市左營區左營區,5.2年,大樓,53.76,27.34,3房2廳2衛,1樓/15樓,坡道平面車位,1,SS59780HB,2025-10-01 15:43:21
亞洲新灣區雙捷運國際企業總部,高雄市前金區中華三路,34.2年,辦公,71.96,52.43,3房1廳2衛,6樓/12樓,無車位,1,SS60080HB,2025-10-01 15:43:21
大昌VS義華商圈文武百市金店面,高雄市三民區義華路,35.2年,店面,90.08,75.19,4房2廳6衛,-2-4樓/18樓,其他,2,SS65473HB,2025-10-01 15:43:21
岡山捷運旁40米路黃金店面,高雄市岡山區岡山北路,46.4年,別墅/透天,32.55,32.55,4房2廳2衛,1-2樓/2樓,其他,1,FS197150HB,2025-10-01 15:43:21
正義車站時尚美寓,高雄市苓雅區文昌路,45.4年,公寓,26.01,23.71,3房2廳2衛,5樓/5樓,無車位,598,GS107528HB,2025-10-01 15:43:21
神農臨路多用途農地,高雄市鳥松區神農路,,土地,932.83,,,0樓/0樓,無車位,13,KS150888HB,2025-10-01 15:43:21
C21內惟藝術中心微新透天,高雄市鼓山區內惟路,59.2年,別墅/透天,24.42,24.42,5房2廳2衛,1-2樓/2樓,無車位,958,KS171259HB,2025-10-01 15:43:21
瑞隆商圈可停車翻新公寓1樓,高雄市前鎮區瑞祥街,49.0年,公寓,20.16,20.16,3房2廳2衛,1樓/4樓,無車位,998,KS172360HB,2025-10-01 15:43:21
道明中學旁大坪數健身公寓,高雄市苓雅區高雄市樂善街,41.8年,公寓,65.25,57.65,4房2廳3衛,5樓/5樓,無車位,660,KS172585HB,2025-10-01 15:43:21
摩登銀座收租7大套房,高雄市新興區八德一路,34.9年,大樓,61.25,55.13,7房7衛,8樓/12樓,無車位,1,KS173252HB,2025-10-01 15:43:21
楠梓台積電大面寬一樓公寓車庫,高雄市楠梓區惠民路,43.0年,公寓,21.22,20.62,3房2廳2衛,1樓/5樓,其他,1,KS173747HB,2025-10-01 15:43:21
美濃溫馨小築,高雄市美濃區美興街,45.4年,別墅/透天,27.8,27.8,3房1廳2衛,1-2樓/2樓,無車位,788,KS175352HB,2025-10-01 15:43:21
美術太子紐約4房休旅平車,高雄市鼓山區美術東二路,20.8年,大樓,77.06,47.83,4房3廳2衛,9樓/14樓,坡道平面車位,2,KS175938HB,2025-10-01 15:43:21
★富邦BOT龍庭麗景大四房,高雄市左營區至聖路,36.3年,大樓,50.9,37.85,4房2廳2衛,12樓/14樓,無車位,1,KS176191HB,2025-10-01 15:43:21
06信義國小捷運站翻新透天,高雄市新興區復橫一路,64.5年,別墅/透天,24.44,24.44,4房2廳4衛,1-3樓/4樓,無車位,1,KS177339HB,2025-10-01 15:43:21
《甲圍國小》車庫庭院透天,高雄市橋頭區甲昌路,48.1年,別墅/透天,23.69,23.69,4房2廳2衛,1-2樓/2樓,其他,938,KS177954HB,2025-10-01 15:43:21
仁武大路邊稀有甲工廠,高雄市仁武區水管路,45.5年,廠房,62.4,62.4,,1樓/0樓,無車位,16,KS178192HB,2025-10-01 15:43:21
稀有大地坪大發工業區甲工,高雄市大寮區利民街,36.2年,廠房,746.23,746.23,,-1-2樓/2樓,無車位,26,KS179042HB,2025-10-01 15:43:21
大寮區|公寓價買大樓採光大四房,高雄市大寮區內坑路,27.6年,大樓,40.28,31.42,4房2廳2衛,4樓/17樓,無車位,598,KS179493HB,2025-10-01 15:43:21
農16輕軌次高樓層兩房車位,高雄市鼓山區高雄市龍勝路,14.0年,大樓,26.28,14.5,2房1廳1衛,14樓/15樓,其他,1,KS181327HB,2025-10-01 15:43:21
陽明商圈可停車一樓公寓,高雄市三民區陽明路,44.7年,公寓,24.2,24.2,2房2廳3衛,1樓/5樓,其他,998,KS181825HB,2025-10-01 15:43:29
岡山舊車站整新店面,高雄市岡山區平和路,79.3年,別墅/透天,29.15,29.15,2房2廳2衛,1-2樓/2樓,無車位,2,KS181936HB,2025-10-01 15:43:29
美濃合法稀有殯葬風水寶地,高雄市美濃區竹頭角段,,土地,219.92,,,0樓/0樓,無車位,666,KS181956HB,2025-10-01 15:43:29
杉林上平段臨路方正農牧地,高雄市杉林區上平段,,土地,478.54,,,0樓/0樓,無車位,528,KS182184HB,2025-10-01 15:43:29
田寮1.1甲超低價農地,高雄市田寮區大安路,,土地,3246.43,,,0樓/0樓,無車位,388,KS183040HB,2025-10-01 15:43:29
岡山國宅乙區高樓層大三房+平車,高雄市岡山區河堤路二段,19.6年,大樓,55.06,35.19,3房2廳2衛,10樓/13樓,坡道平面車位,1,KS183236HB,2025-10-01 15:43:29
高雄火車站邊間黃金透店,高雄市新興區同愛街,51.2年,別墅/透天,143.51,143.51,9房4廳10衛,1-4樓/4樓,無車位,5,KS184296HB,2025-10-01 15:43:29
