標題,地址,屋齡,類型,建坪,主+陽,格局,樓層,車位,總價(萬),編號,抓取時間
近嘉義高鐵農舍,嘉義縣太保市春珠,16.4年,其它,208.9,206.02,9房3廳7衛2室,1-3樓/3樓,無車位,12,1538TS,2025-09-28 12:38:06
嘉義竹崎萬坪工業地,嘉義縣竹崎鄉坑仔坪,43.9年,土地/廠房,10904.51,2777.63,,B1-2樓/2樓,無車位,119,6295AR,2025-09-28 12:38:06
嘉義縣擴大縣治市地重劃案,嘉義縣太保市東勢寮段東勢小段,,土地,529.38,,,,無車位,6,41336C,2025-09-28 12:38:06
中埔灣潭子３８９－８土地,嘉義縣中埔鄉灣潭子段,,土地,2524.67,,,0樓/0樓,無車位,550,6253LM,2025-09-28 12:38:06
中埔灣潭子土地,嘉義縣中埔鄉灣潭子段,,土地,8160.24,,,0樓/0樓,無車位,1,2109GW,2025-09-28 12:38:06
中埔灣潭子３８９－５土地,嘉義縣中埔鄉灣潭子段,,土地,1172.79,,,,無車位,250,2120FQ,2025-09-28 12:38:06
中埔灣潭子３８９－４土地,嘉義縣中埔鄉灣潭子段,,土地,4262.53,,,,無車位,900,1348AA,2025-09-28 12:38:06
中埔灣潭子３８９－１土地,嘉義縣中埔鄉灣潭子段,,土地,52.03,,,0樓/0樓,無車位,20,5575UG,2025-09-28 12:38:06
中埔義仁段５６８土地,嘉義縣中埔鄉義仁段,,土地,688.6,,,,無車位,900,3952AJ,2025-09-28 12:38:06
中埔義仁段５６９土地,嘉義縣中埔鄉義仁段,,土地,8.98,,,,無車位,100,8725WD,2025-09-28 12:38:06
中埔義仁段５６６土地,嘉義縣中埔鄉義仁段,,土地,223.06,,,,無車位,400,7082NW,2025-09-28 12:38:06
中埔義仁段土地,嘉義縣中埔鄉義仁段,,土地,920.64,,,,無車位,1,61253Y,2025-09-28 12:38:06
中埔灣潭子３８９土地,嘉義縣中埔鄉灣潭子段,,土地,148.23,,,0樓/0樓,無車位,400,79128P,2025-09-28 12:38:06
嘉義高鐵站附近土地,嘉義縣太保市崙子頂段崙頂小段,,土地,524.23,,,,無車位,7,1123PD,2025-09-28 12:38:15
嘉大校區旁輕屋齡別墅,嘉義縣民雄鄉社溝,12.2年,別墅/透天,46,41.37,4房2廳5衛,1-3樓/3樓,其他,1,FS94517HB,2025-09-28 12:38:15
文化路北歐風現代別墅,嘉義縣民雄鄉頭橋,45.3年,別墅/透天,30.67,30.67,4房2廳3衛,1-2樓/2樓,其他,988,HS47484HB,2025-09-28 12:38:15
新埤溪南大面寬農地,嘉義縣太保市溪南段溪南小段,,土地,406.56,,,0樓/0樓,無車位,798,HS64713HB,2025-09-28 12:38:15
忠孝路尾別墅,嘉義縣民雄鄉忠義街,27.2年,別墅/透天,43.66,40.77,5房3廳4衛,1-3樓/3樓,其他,1,HS67274HB,2025-09-28 12:38:15
協同旁都計內農地+合法農舍,嘉義縣民雄鄉頭橋,22.9年,其它,21.18,21.18,,1樓/0樓,無車位,2,HS77248HB,2025-09-28 12:38:15
中埔社口國小三角窗大馬路農地,嘉義縣中埔鄉灣潭子段,,土地,562.9,,,0樓/0樓,無車位,675,HS78388HB,2025-09-28 12:38:15
水上交流道旁清閒美車墅,嘉義縣水上鄉嘉義縣,3.7年,別墅/透天,39.45,37.15,3房2廳3衛,1-3樓/3樓,其他,1,HS78475HB,2025-09-28 12:38:15
灣橋大地坪大別墅A,嘉義縣竹崎鄉崎腳,54.2年,別墅/透天,39.7,39.7,4房3廳5衛,1-3樓/3樓,無車位,1,HS81332HB,2025-09-28 12:38:15
十四甲美農地1186坪,嘉義縣民雄鄉民雄,,土地,1186.25,,,0樓/0樓,無車位,1,FS171858HB,2025-09-28 12:38:15
低總價布袋邊間大坪數透天,嘉義縣布袋鎮新西路,32.2年,別墅/透天,70.1,70.1,6房2廳3衛,1-3樓/3樓,無車位,680,FS172062HB,2025-09-28 12:38:15
仁義潭旁農建地,嘉義縣番路鄉學府路,,土地,2194.94,,,0樓/0樓,無車位,8,FS178019HB,2025-09-28 12:38:15
民雄交流道旁方正農地,嘉義縣民雄鄉菁埔段中和小段,,土地,1093.54,,,0樓/0樓,無車位,1,FS183463HB,2025-09-28 12:38:15
近快速道路15米路大透天店面,嘉義縣水上鄉南靖,28.4年,別墅/透天,47.06,43,4房3廳3衛,1-3樓/0樓,無車位,1,FS188981HB,2025-09-28 12:38:15
O3水上崎子頭農地,嘉義縣水上鄉崎子頭,,土地,1074.48,,,0樓/0樓,無車位,2,FS189777HB,2025-09-28 12:38:15
馬稠後工業園區旁農地1065,嘉義縣朴子市鴨母寮段東安小段,,土地,1065.41,,,0樓/0樓,無車位,2,FS189829HB,2025-09-28 12:38:15
民雄秀林水噹噹農地,嘉義縣民雄鄉秀林段,,土地,2222.73,,,0樓/0樓,無車位,4,FS191799HB,2025-09-28 12:38:15
近新港媽祖大道雙面路美農地,嘉義縣新港鄉月眉潭段月眉小段,,土地,1458.96,,,0樓/0樓,無車位,1,FS192693HB,2025-09-28 12:38:15
嘉義台積電旁1分6方正農地,嘉義縣朴子市大            榔段,,土地,478.56,,,0樓/0樓,無車位,865,FS196553HB,2025-09-28 12:38:15
民雄40米建國路上都計農地(A,嘉義縣民雄鄉義興段,,土地,389.53,,,0樓/0樓,無車位,3,FS197607HB,2025-09-28 12:38:15
N6東石有水電魚池,嘉義縣東石鄉頂揖子寮段,,土地,1033.95,,,0樓/0樓,無車位,258,FS198253HB,2025-09-28 12:38:23
興化廍庄內透天建地,嘉義縣中埔鄉王爺段,,土地,139.81,,,0樓/0樓,無車位,798,FS198646HB,2025-09-28 12:38:23
民雄田中央大路邊農地,嘉義縣民雄鄉田中央段,,土地,479.16,,,0樓/0樓,無車位,804,FS199209HB,2025-09-28 12:38:23
鹿草雙面路農地803.44坪,嘉義縣鹿草鄉後堀段後堀小段,,土地,803.44,,,0樓/0樓,無車位,498,FS203251HB,2025-09-28 12:38:23
竹崎內埔子段丙建送美林地,嘉義縣竹崎鄉內埔子段,,土地,452.21,,,0樓/0樓,無車位,310,FS203880HB,2025-09-28 12:38:23
新港古民國小旁住宅建地,嘉義縣新港鄉永祿段,,土地,859.7,,,0樓/0樓,無車位,6,FS204242HB,2025-09-28 12:38:23
太保故宮旁台積透天宅,嘉義縣太保市東勢里,32.2年,別墅/透天,48.25,42.16,5房2廳3衛,1-3樓/3樓,無車位,1,FS204946HB,2025-09-28 12:38:23
外溪洲車墅,嘉義縣水上鄉外溪洲,27.7年,別墅/透天,44.32,40.31,4房3廳2衛,1-3樓/3樓,其他,988,FS205329HB,2025-09-28 12:38:23
太保麻魚寮富家天下3房平車,嘉義縣太保市中山路一段,32.0年,華廈,36.47,22.36,3房2廳2衛,6樓/9樓,升降平面車位,610,FS205803HB,2025-09-28 12:38:23
嘉義民雄大地坪建地+送厝,嘉義縣民雄鄉鎮北村１鄰圳溝墘路,43.1年,土地,408.07,49.91,3房2廳2衛,1-2樓/2樓,無車位,3,KS155802HB,2025-09-28 12:38:23
中正大學輕屋齡美透天,嘉義縣民雄鄉三興村富農一街,4.3年,別墅/透天,62.17,60.04,4房3廳5衛,1-4樓/0樓,坡道平面車位,1,FB05386GH,2025-09-28 12:38:23
太保台積電雙車新透天(A),嘉義縣太保市梅埔里,0.5年,別墅/透天,48.55,48.55,4房2廳5衛,1-3樓/0樓,其他,1,FB05931GH,2025-09-28 12:38:23
大林正12米路工業建地,嘉義縣大林鎮民生北路,,土地,1230.64,,,0樓/0樓,無車位,16,HS59145HB,2025-09-28 12:38:23
中埔東方明珠建地(四),嘉義縣中埔鄉吳鳳廟段,,土地,958,,,0樓/0樓,無車位,4,HS63050HB,2025-09-28 12:38:23
嘉義太保市地重劃旁農地(1),嘉義縣朴子市大?榔段大葛小段,,土地,600.16,,,0樓/0樓,無車位,1,HS76879HB,2025-09-28 12:38:23
朴子合法雞舍1212P,嘉義縣朴子市新吉庄,2.9年,其它,1650.36,1650.36,,1-2樓/0樓,無車位,7,JB06797GH,2025-09-28 12:38:23
民雄復興路金店面,嘉義縣民雄鄉中樂村復興路,34.4年,店面,106.74,106.74,6房1廳5衛,1-3樓/3樓,其他,2,RS68507HB,2025-09-28 12:38:23
民雄前後路合法豬舍2592坪,嘉義縣民雄鄉好收,22.8年,其它,811.73,811.73,,1樓/1樓,無車位,7,FS176159HB,2025-09-28 12:38:23
太保國小旁漂亮建地,嘉義縣太保市茄苳腳段春珠小段,,土地,198.44,,,0樓/0樓,無車位,7,FS187199HB,2025-09-28 12:38:23
朴子小慷榔農地,嘉義縣朴子市小?榔段?榔小段,,土地,437.11,,,0樓/0樓,無車位,875,FS198465HB,2025-09-28 12:38:23
中埔台三線旁農地,嘉義縣中埔鄉竹頭崎段,,土地,1549.41,,,0樓/0樓,無車位,1,FS199028HB,2025-09-28 12:38:32
鹿草下潭俗農地,嘉義縣鹿草鄉下潭段下潭小段,,土地,1529.14,,,0樓/0樓,無車位,764,FS199157HB,2025-09-28 12:38:32
吳鳳廟旁都計內農地(2),嘉義縣中埔鄉吳鳳廟段,,土地,85,,,0樓/0樓,無車位,393,FS200497HB,2025-09-28 12:38:32
後寮雙面路農地,嘉義縣水上鄉南靖段南和小段,,土地,791.34,,,0樓/0樓,無車位,458,FS201460HB,2025-09-28 12:38:32
水上建地100.6坪,嘉義縣水上鄉水西段,,土地,100.68,,,0樓/0樓,無車位,2,FS202647HB,2025-09-28 12:38:32
462AH嘉義後庄美透天厝,嘉義縣中埔鄉和興村中正新?,45.5年,別墅/透天,39.8,29.24,6房2廳2衛,1-2樓/2樓,無車位,1,TS135354HB,2025-09-28 12:38:32
梅山仁和國小旁農地,嘉義縣梅山鄉嘉義縣,,土地,762.91,,,0樓/0樓,無車位,258,HS75069HB,2025-09-28 12:38:32
中山新?邊間車庫透天,嘉義縣中埔鄉中山新?,43.2年,別墅/透天,30,30,4房2廳4衛,1-2樓/2樓,無車位,1,HS79016HB,2025-09-28 12:38:32
民雄中洋優質透天,嘉義縣民雄鄉牛斗山,42.1年,別墅/透天,22.85,22.85,4房3廳2衛,1-3樓/0樓,無車位,438,JB07093GH,2025-09-28 12:38:32
水上中山高旁美農地,嘉義縣水上鄉嘉鹿公路,,土地,1155.85,,,0樓/0樓,無車位,1,FS160303HB,2025-09-28 12:38:32
近嘉義市方正美農地,嘉義縣民雄鄉福興段,,土地,360.56,,,0樓/0樓,無車位,522,FS160622HB,2025-09-28 12:38:32
水上嘉朴公路旁美建地,嘉義縣水上鄉新大崙段,,土地,244.34,,,0樓/0樓,無車位,3,FS180604HB,2025-09-28 12:38:32
民雄中正大鎮旁美農地A,嘉義縣民雄鄉新庄段,,土地,897.67,,,0樓/0樓,無車位,2,FS186184HB,2025-09-28 12:38:32
君臨天下社區別墅,嘉義縣中埔鄉埔美,30.4年,別墅/透天,60.07,55.55,4房3廳3衛,1-4樓/4樓,無車位,888,FS186358HB,2025-09-28 12:38:32
六腳三姓寮農地(A),嘉義縣六腳鄉三姓寮段三義小段,,土地,908.41,,,0樓/0樓,無車位,770,FS189122HB,2025-09-28 12:38:32
新港三間厝三角窗建地,嘉義縣新港鄉中工段,,土地,34.58,,,0樓/0樓,無車位,350,FS189319HB,2025-09-28 12:38:32
O4社口國小大面寬農地,嘉義縣中埔鄉社口國小,,土地,939.57,,,0樓/0樓,無車位,1,FS190350HB,2025-09-28 12:38:32
崎子頭透天,嘉義縣水上鄉崎子頭,47.1年,別墅/透天,33.65,32.62,3房2廳2衛,1-2樓/2樓,無車位,498,FS192243HB,2025-09-28 12:38:32
親水公園旁車位透天,嘉義縣中埔鄉中山新&#37032;,43.2年,別墅/透天,30.05,30.05,4房2廳4衛,1-2樓/2樓,其他,1,FS192767HB,2025-09-28 12:38:32
N8竹崎觀景休閒美農地,嘉義縣竹崎鄉瓦厝埔段,,土地,1529.44,,,0樓/0樓,無車位,1,FS194328HB,2025-09-28 12:38:32
竹崎龍山國小縣道旁大面寬美農地,嘉義縣竹崎鄉瓦厝埔段,,土地,624.66,,,0樓/0樓,無車位,290,FS196823HB,2025-09-28 12:38:39
新故鄉健身大4房,嘉義縣民雄鄉頭橋,32.9年,公寓,35.51,27.79,4房2廳2衛,5樓/0樓,無車位,551,FS200554HB,2025-09-28 12:38:39
中埔和睦段都計內農地一,嘉義縣中埔鄉和睦段,,土地,673,,,0樓/0樓,無車位,4,FS202378HB,2025-09-28 12:38:39
鹿草雙面路方正農地B,嘉義縣鹿草鄉後堀段後堀小段,,土地,901.15,,,0樓/0樓,無車位,558,FS203916HB,2025-09-28 12:38:39
O31中埔鄉春不老旁美農地,嘉義縣中埔鄉隆恩段,,土地,1985.01,,,0樓/0樓,無車位,5,FS205169HB,2025-09-28 12:38:39
嘉義太保市地重劃農地(住三),嘉義縣太保市東勢寮段東勢小段,,土地,459.8,,,0樓/0樓,無車位,7,GS132409HB,2025-09-28 12:38:39
朴子省道大面寬農地,嘉義縣朴子市大榔段大葛小段,,土地,981.31,,,0樓/0樓,無車位,8,FB05601GH,2025-09-28 12:38:39
嘉南第一景觀美套房,嘉義縣番路鄉嘉義縣,32.5年,大樓,14.56,11.75,1房1廳1衛,2樓/18樓,無車位,358,FS89336HB,2025-09-28 12:38:39
水卜大崙大面寬農地,嘉義縣水上鄉大崙,,土地,1815,,,0樓/0樓,無車位,2,HS67202HB,2025-09-28 12:38:39
大林大騰堡全新華廈,嘉義縣大林鎮西林里祥和路,0.6年,華廈,32.94,21.82,3房2廳2衛,5樓/6樓,無車位,1,HS84006HB,2025-09-28 12:38:39
雙福嘉基邊間車墅2,嘉義縣民雄鄉嘉義縣,33.5年,別墅/透天,40.31,36.37,3房2廳3衛,1-3樓/3樓,無車位,880,HS84431HB,2025-09-28 12:38:39
六腳港尾寮3.5分雞舍,嘉義縣六腳鄉竹子腳8之37號,17.5年,其它,757.65,757.65,4房2廳2衛,1樓/1樓,無車位,2,JB05800GH,2025-09-28 12:38:39
P12水上三界埔景觀農地III,嘉義縣水上鄉三界埔,,土地,868.78,,,0樓/0樓,無車位,688,FS174302HB,2025-09-28 12:38:39
近梅山國中明亮透天,嘉義縣梅山鄉新市路,45.6年,別墅/透天,33.12,33.12,4房2廳2衛,1-2樓/2樓,其他,780,FS174914HB,2025-09-28 12:38:39
太保麻太路旁透天,嘉義縣太保市過溝里６鄰過溝路,44.9年,別墅/透天,26.88,25.13,4房3廳2衛,1-2樓/2樓,無車位,788,FS177707HB,2025-09-28 12:38:39
水上大庭院日式別墅,嘉義縣水上鄉頂過溝,1.2年,別墅/透天,81.53,81.53,4房3廳4衛,1樓/1樓,其他,3,FS185326HB,2025-09-28 12:38:39
六腳鄉三角窗美農地,嘉義縣六腳鄉六斗尾段六斗小段,,土地,1022.45,,,0樓/0樓,無車位,820,FS189813HB,2025-09-28 12:38:39
後庄商圈別墅,嘉義縣中埔鄉和興村後庄３９巷,36.1年,別墅/透天,25.4,23.7,4房2廳2衛,1-2樓/0樓,其他,890,FS191795HB,2025-09-28 12:38:39
大林慈濟健身美3房,嘉義縣大林鎮蘭洲街,32.6年,公寓,34.23,31.18,3房2廳2衛,5樓/0樓,無車位,528,FS191952HB,2025-09-28 12:38:39
太保近嘉科邊間套房,嘉義縣太保市頂港子墘,20.1年,套房,6.72,4.65,1房1衛,4樓/5樓,無車位,208,FS193412HB,2025-09-28 12:38:39
朴子市區豪宅美建地,嘉義縣朴子市中正段,,土地,77.44,,,0樓/0樓,無車位,2,FS193421HB,2025-09-28 12:38:49
阿里山公路旁農地,嘉義縣中埔鄉金蘭段,,土地,2023.53,,,0樓/0樓,無車位,7,FS194195HB,2025-09-28 12:38:49
民雄農工旁大面寬建地,嘉義縣民雄鄉菁埔段中和小段,,土地,208.73,,,0樓/0樓,無車位,1,FS195131HB,2025-09-28 12:38:49
正嘉科旁車庫別墅,嘉義縣太保市東勢寮,33.3年,別墅/透天,40.84,40.84,4房2廳2衛,1-3樓/3樓,無車位,1,FS197112HB,2025-09-28 12:38:49
民雄早安公園旁車庫別墅,嘉義縣民雄鄉進興街,40.2年,別墅/透天,48.29,48.29,5房2廳3衛,1-3樓/3樓,無車位,1,FS200631HB,2025-09-28 12:38:49
正阿里山公路旁大面寬農地,嘉義縣中埔鄉嘉義縣,,土地,2023.53,,,0樓/0樓,無車位,7,FS201870HB,2025-09-28 12:38:49
水上三角窗賺錢電梯黃金店面,嘉義縣水上鄉水頭村中興路,18.2年,別墅/透天,173.03,173.03,,1-4樓/4樓,無車位,3,FS202063HB,2025-09-28 12:38:49
朴子生活圈‧田園靜居(六腳鄉),嘉義縣六腳鄉更寮,32.7年,別墅/透天,42.85,40.96,4房2廳3衛,1-3樓/3樓,無車位,888,FS202208HB,2025-09-28 12:38:49
三界埔廟旁小農地,嘉義縣水上鄉三界埔段,,土地,578,,,0樓/0樓,無車位,598,FS204112HB,2025-09-28 12:38:49
中埔沄水大地坪大路邊平房建地,嘉義縣中埔鄉嘉義縣,,土地,53.85,,,0樓/0樓,無車位,398,FS205050HB,2025-09-28 12:38:49
阿里山公路旁有水電山景建地,嘉義縣中埔鄉隆恩段,,土地,96.39,,,0樓/0樓,無車位,1,GS136526HB,2025-09-28 12:38:49
義竹臨路芝果園土地方正,嘉義縣義竹鄉五間厝,,土地,1461.26,,,0樓/0樓,無車位,710,MS146953HB,2025-09-28 12:38:49
太保重劃農地(33),嘉義縣太保市嘉義縣,,土地,674.42,,,0樓/0樓,無車位,8,FS86519HB,2025-09-28 12:38:49
近高鐵站三角窗農地,嘉義縣太保市新埤段新埤小段,,土地,638.28,,,0樓/0樓,無車位,1,FS94305HB,2025-09-28 12:38:49
番路轆子腳大面寬別墅,嘉義縣番路鄉大庄,31.2年,別墅/透天,46.93,45.02,4房2廳3衛,1-3樓/3樓,其他,680,HS51599HB,2025-09-28 12:38:49
縣府旁一樓挑高二房,嘉義縣朴子市嘉朴路西段,28.7年,華廈,38.42,27.09,2房2廳1衛,1樓/0樓,無車位,1,HS83125HB,2025-09-28 12:38:49
民雄埤角市場賺錢金店面,嘉義縣民雄鄉福樂村６鄰埤角,45.4年,店面,15.76,15.76,5房2廳2衛,1-2樓/2樓,無車位,1,HS83620HB,2025-09-28 12:38:49
新港三間厝全新雙車庫別墅A5,嘉義縣新港鄉三間厝,0.1年,別墅/透天,62.08,62.08,4房2廳4衛,1-3樓/3樓,無車位,1,HS85619HB,2025-09-28 12:38:49
東義路尾邊間店墅,嘉義縣民雄鄉東義,31.7年,別墅/透天,72.87,49.44,5房3廳3衛,1-4樓/4樓,無車位,1,HS85684HB,2025-09-28 12:38:49
馬稠後旁大面寬臨路建地,嘉義縣鹿草鄉龜佛山,,土地,146.11,,,0樓/0樓,無車位,836,FS175825HB,2025-09-28 12:38:49
嘉義縣鹿草農建地,嘉義縣鹿草鄉下潭段下潭小段,,土地,598.04,,,0樓/0樓,無車位,3,FS192111HB,2025-09-28 12:38:57
中埔景觀農地(有建物),嘉義縣中埔鄉頂埔段,,土地,3467.86,,,0樓/0樓,無車位,1,FS194248HB,2025-09-28 12:38:57
崎子頭溫馨平房,嘉義縣水上鄉崎子頭,48.3年,別墅/透天,20.8,20.8,3房2廳1衛,1樓/0樓,無車位,668,FS196347HB,2025-09-28 12:38:57
朴子倉儲建地,嘉義縣朴子市崁後,48.7年,廠房,339.2,339.2,,1樓/1樓,無車位,8,FS196555HB,2025-09-28 12:38:57
獨角仙農場旁露營用農地,嘉義縣中埔鄉石&#30822;段,,土地,2742.47,,,0樓/0樓,無車位,1,FS197243HB,2025-09-28 12:38:57
中埔雙面路建地,嘉義縣中埔鄉隆恩段,,土地,217,,,0樓/0樓,無車位,1,FS198093HB,2025-09-28 12:38:57
中埔三層崎5.2分持分農地,嘉義縣中埔鄉三層崎段,,土地,1576.71,,,0樓/0樓,無車位,220,FS199329HB,2025-09-28 12:38:57
六腳蒜頭3分都計農地,嘉義縣六腳鄉蒜頭段蒜頭小段,,土地,965.58,,,0樓/0樓,無車位,48,FS203966HB,2025-09-28 12:38:57
柳子林夜市旁美透天,嘉義縣水上鄉柳子林,30.8年,別墅/透天,31.39,31.39,2房3廳3衛,1-3樓/0樓,無車位,680,FS205271HB,2025-09-28 12:38:57
新港正大馬路旁透天,嘉義縣新港鄉嘉民路,21.7年,別墅/透天,48.47,43.11,4房2廳3衛,1-3樓/3樓,無車位,1,FS205903HB,2025-09-28 12:38:57
近湖子內美農地,嘉義縣水上鄉水上鄉,,土地,1809.25,,,0樓/0樓,無車位,2,FB05643GH,2025-09-28 12:38:57
北回台一線旁建地,嘉義縣水上鄉頂寮,,土地,330.92,,,0樓/0樓,無車位,5,HS46844HB,2025-09-28 12:38:57
溪口商業區超優質店面建地,嘉義縣溪口鄉嘉義縣,,土地,41.24,,,0樓/0樓,無車位,918,HS63912HB,2025-09-28 12:38:57
太保後潭3.18分農地,嘉義縣太保市後潭段下庄小段,,土地,962.56,,,0樓/0樓,無車位,1,HS71705HB,2025-09-28 12:38:57
大林排子路雙面路農地,嘉義縣大林鎮排子路段排子路小段,,土地,1189.73,,,0樓/0樓,無車位,1,HS79615HB,2025-09-28 12:38:57
後庄低總價開心農場(A),嘉義縣中埔鄉和睦段,,土地,111.87,,,0樓/0樓,無車位,498,HS83352HB,2025-09-28 12:38:57
大義路車庫別墅,嘉義縣中埔鄉和美村司公部,43.8年,別墅/透天,33.09,32.12,4房1廳3衛,1-2樓/2樓,無車位,1,HS84911HB,2025-09-28 12:38:57
嘉義竹崎景觀農地,嘉義縣竹崎鄉內埔子段,,土地,1274.43,,,0樓/0樓,無車位,268,FS137475HB,2025-09-28 12:38:57
鹿草國小旁豪宅建地,嘉義縣鹿草鄉鹿北段,,土地,197.48,,,0樓/0樓,無車位,1,FS160753HB,2025-09-28 12:38:57
仁義潭都計農地276.2坪,嘉義縣番路鄉番路,,土地,276.26,,,0樓/0樓,無車位,775,FS171347HB,2025-09-28 12:38:57
十四甲美農地,嘉義縣民雄鄉大崎段,,土地,1763.4,,,0樓/0樓,無車位,1,FS186521HB,2025-09-28 12:39:07
太保市地重劃角地,嘉義縣太保市嘉朴公路,,土地,302,,,0樓/0樓,無車位,4,FS187107HB,2025-09-28 12:39:07
高鐵國際城2+1房平車(B),嘉義縣太保市保鐵十二路,1.1年,大樓,33.91,18.09,2房2廳2衛,10樓/11樓,坡道平面車位,1,FS193146HB,2025-09-28 12:39:07
嘉鹿公路旁雙面路美農地,嘉義縣水上鄉南靖段南和小段,,土地,1479.53,,,0樓/0樓,無車位,1,FS194625HB,2025-09-28 12:39:07
新港166縣道顯眼小農地,嘉義縣新港鄉166縣道,,土地,128,,,0樓/0樓,無車位,650,FS195752HB,2025-09-28 12:39:07
E32大學城美3房,嘉義縣民雄鄉埤角,31.1年,大樓,38.56,27.98,3房2廳2衛,1樓/11樓,其他,838,FS196182HB,2025-09-28 12:39:07
太保後潭透天,嘉義縣太保市前潭里銘泰新村,45.8年,別墅/透天,27.41,27.41,5房2廳5衛,2樓/2樓,無車位,748,FS197378HB,2025-09-28 12:39:07
大林交流道雙面路農地,嘉義縣大林鎮甘蔗崙段甘蔗崙小段,,土地,843.98,,,0樓/0樓,無車位,1,FS200725HB,2025-09-28 12:39:07
新港全新別墅-D,嘉義縣新港鄉南港,0.9年,別墅/透天,57.05,52.5,4房2廳4衛,1-3樓/3樓,無車位,1,FS202836HB,2025-09-28 12:39:07
